"gene","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa000967",-2.4301876854992,1.17902125356814,0.0453280706905876,"Down","Up","NS"
"Td00001aa000997",-0.666109409920855,0.758355970583801,0.0220883890506629,"NS","NS","NS"
"Td00001aa001066",-0.549456031244427,-0.130487223611679,0.826302956058182,"NS","NS","NS"
"Td00001aa001073",0.131705243921801,1.33913869040823,0.00213780504327378,"NS","Up","NS"
"Td00001aa001084",-0.24177447331367,-0.00730548624249324,0.993397932060799,"NS","NS","NS"
"Td00001aa001111",0.104358825322308,0.320131248189276,0.525398753492937,"NS","NS","NS"
"Td00001aa001113",-0.352731551074132,-0.140502050114776,0.871067893548617,"NS","NS","NS"
"Td00001aa001118",-0.310374173700864,0.763454062813647,0.036336919575063,"NS","NS","NS"
"Td00001aa001127",-0.266970889457843,-0.764892669792569,0.0668046976056986,"NS","NS","NS"
"Td00001aa001141",0.116627352051774,0.923552407409968,0.00983104707427395,"NS","NS","NS"
"Td00001aa001142",-0.419392714010002,-0.250264873437474,0.70707368865084,"NS","NS","NS"
"Td00001aa001145",0.010434966519388,-0.125988958827765,0.840813553064244,"NS","NS","NS"
"Td00001aa001192",-0.0496447335729645,0.122065044796367,0.804895923077041,"NS","NS","NS"
"Td00001aa001210",-0.160483497393999,-0.0866440271470345,0.932697411720637,"NS","NS","NS"
"Td00001aa001215",-0.61286807429131,-1.00277034145186,0.522020592088013,"NS","NS","NS"
"Td00001aa001245",-0.477422803773205,0.29914432526051,0.427421961379225,"NS","NS","NS"
"Td00001aa001265",0.164057615640154,-0.772526742978337,0.117844216029367,"NS","NS","NS"
"Td00001aa001267",-0.299052183114762,0.232760037588368,0.780142960321565,"NS","NS","NS"
"Td00001aa001268",1.73772474526649,0.867752941597669,0.471071208140882,"Up","NS","NS"
"Td00001aa001283",0.165303736166903,0.787558147768983,0.0666985292983628,"NS","NS","NS"
"Td00001aa001300",-0.223106212937194,0.188072266971517,0.702903171949564,"NS","NS","NS"
"Td00001aa001301",-0.275392240517324,0.344146918003138,0.568429970346616,"NS","NS","NS"
"Td00001aa001319",0.026608436143676,0.558158125309929,0.372826843087216,"NS","NS","NS"
"Td00001aa001322",0.466429326778566,0.869305697764722,0.0170691142888282,"NS","NS","NS"
"Td00001aa001355",-1.53327227649445,-1.72126816922344,1.54316447790751e-10,"Down","Down","Down"
"Td00001aa001373",0.243307604366518,0.215012835001402,0.697337713753435,"NS","NS","NS"
"Td00001aa001418",-0.108137150743551,0.535332187903278,0.142490020188562,"NS","NS","NS"
"Td00001aa001425",0.294559986297624,-0.784061032209914,0.10018410593521,"NS","NS","NS"
"Td00001aa001489",-0.668578590662571,0.221434026708936,0.759448789138787,"NS","NS","NS"
"Td00001aa001495",-0.034555187407228,0.175669150921089,0.896806779714471,"NS","NS","NS"
"Td00001aa001498",-0.429558566409382,-0.473401578319336,0.605943567422801,"NS","NS","NS"
"Td00001aa001519",-0.683741194506434,-0.192713233840521,0.84507048220818,"NS","NS","NS"
"Td00001aa001541",0.981271887018479,0.534211631471162,0.565882341104481,"NS","NS","NS"
"Td00001aa001544",-0.23505961969154,-0.126475430916422,0.876073560497334,"NS","NS","NS"
"Td00001aa001550",-0.250615806787889,0.394413969835209,0.601161178596774,"NS","NS","NS"
"Td00001aa001578",-0.256756615264432,0.11150801302037,0.844645677863872,"NS","NS","NS"
"Td00001aa001591",-0.0302608183380191,0.106505376789547,0.881343698885171,"NS","NS","NS"
"Td00001aa001592",-0.985033487144169,0.0870296315837128,0.926455709552885,"NS","NS","NS"
"Td00001aa001617",-0.101186301286003,0.235664755098316,0.787905189355305,"NS","NS","NS"
"Td00001aa001626",0.0663365368609204,-0.250728354197268,0.655005896991093,"NS","NS","NS"
"Td00001aa001703",0.0311692068075966,0.224081966169753,0.830048371679177,"NS","NS","NS"
"Td00001aa001768",0.599435047175013,0.270427625121147,0.593714334568995,"NS","NS","NS"
"Td00001aa001816",0.081893689496664,-0.206140529183845,0.592597224676827,"NS","NS","NS"
"Td00001aa001856",-1.19614780372824,-2.11992365966288,0.0182563497646587,"Down","Down","Down"
"Td00001aa001865",0.141599435940143,2.90799038326893,8.91823863528009e-08,"NS","Up","NS"
"Td00001aa001885",0.139228526542513,0.359377624229485,0.874329772285695,"NS","NS","NS"
"Td00001aa001943",-0.129947943004872,0.601974329235947,0.0915191378126321,"NS","NS","NS"
"Td00001aa001961",-0.246542795324653,-0.183096704609874,0.805083381161531,"NS","NS","NS"
"Td00001aa001965",0.603368928747713,0.113766062671952,0.865009367987184,"NS","NS","NS"
"Td00001aa001981",0.420926936197368,0.737044959170882,0.110014580691157,"NS","NS","NS"
"Td00001aa001998",-0.152650583551708,0.338664897539638,0.772013449403411,"NS","NS","NS"
"Td00001aa002029",-0.0580812517821468,0.165127469025476,0.80701095357649,"NS","NS","NS"
"Td00001aa002075",0.26213049356732,-0.792439175611689,0.374936330572873,"NS","NS","NS"
"Td00001aa002093",-0.81391307215165,-0.271703175682103,0.644060004571751,"NS","NS","NS"
"Td00001aa002133",-0.625537936303777,0.460375026814582,0.448968721483359,"NS","NS","NS"
"Td00001aa002147",0.076594612647782,1.56528783560691,0.016510534936496,"NS","Up","NS"
"Td00001aa002157",0.063566873174714,0.236437549114852,0.718228438157954,"NS","NS","NS"
"Td00001aa002232",2.91622952373269,-1.91582058091279,0.0915191378126321,"Up","NS","NS"
"Td00001aa002263",-0.0230490059381358,0.659328014025805,0.127708667353553,"NS","NS","NS"
"Td00001aa002278",0.127275284716866,-0.151248515159576,0.831963621155376,"NS","NS","NS"
"Td00001aa002280",-1.41501339912584,-0.299758657052133,0.40816888654167,"Down","NS","NS"
"Td00001aa002302",-0.130716010700272,0.56454642820898,0.192979101410972,"NS","NS","NS"
"Td00001aa002304",-0.891149073751972,-0.623715894037584,0.0320160861246529,"NS","NS","NS"
"Td00001aa002316",-0.750389614675829,-0.793897390935726,0.202414646545684,"NS","NS","NS"
"Td00001aa002331",-0.476227753597293,-0.86200931472463,0.146084600617881,"NS","NS","NS"
"Td00001aa002356",-0.40745955247943,-0.540664255263198,0.783633181422634,"NS","NS","NS"
"Td00001aa002372",1.72034695182007,0.0389457324108399,0.948080448594694,"Up","NS","NS"
"Td00001aa002377",0.475367007118654,0.729930182477742,0.407681107733246,"NS","NS","NS"
"Td00001aa002382",-0.321126369393918,0.64801378761478,0.174634624582952,"NS","NS","NS"
"Td00001aa002383",-0.284844593459153,1.01281660292229,0.00219490974514711,"NS","Up","NS"
"Td00001aa002406",-0.164533636292983,-0.195377037984828,0.834000090912914,"NS","NS","NS"
"Td00001aa002493",-0.0716689298885285,3.0038943444597,0.0335098147294265,"NS","Up","NS"
"Td00001aa002517",-0.123961568715865,0.390020689174268,0.327252553806872,"NS","NS","NS"
"Td00001aa002518",-1.09158390636247,-0.293772182943948,0.705860618020366,"NS","NS","NS"
"Td00001aa002537",-0.411926222996873,0.416590725965846,0.429818255395205,"NS","NS","NS"
"Td00001aa002569",-0.182552814768504,-0.701969966376224,0.182441552460322,"NS","NS","NS"
"Td00001aa002573",0.213845306272902,0.34885497149988,0.347047148457332,"NS","NS","NS"
"Td00001aa002575",-0.200926521204472,-0.283664160679016,0.664446514329426,"NS","NS","NS"
"Td00001aa002598",-0.278957633898144,-0.00609057721592706,0.994422217595135,"NS","NS","NS"
"Td00001aa002600",-0.0805611260909085,0.232270430288754,0.573575088032484,"NS","NS","NS"
"Td00001aa002603",1.78717265109936,-1.63519151902244,0.0717043826679215,"Up","NS","NS"
"Td00001aa002606",-0.457245100053423,-0.295270969346706,0.7402990745234,"NS","NS","NS"
"Td00001aa002622",0.0067182791734865,0.850857690746621,0.00127270300509592,"NS","NS","NS"
"Td00001aa002632",0.547841036134393,0.53942470780676,0.518584551553125,"NS","NS","NS"
"Td00001aa002636",-0.399353830719918,-0.338627869458714,0.67051295833339,"NS","NS","NS"
"Td00001aa002645",-0.102362757781055,0.0756107076924132,0.876028210769655,"NS","NS","NS"
"Td00001aa002661",-0.368207457996709,0.0286185530374719,0.942683953882438,"NS","NS","NS"
"Td00001aa002689",0.292497791558851,0.197670321744161,0.748603603154537,"NS","NS","NS"
"Td00001aa002692",-0.293322730923755,-0.0448826875393007,0.957389633914263,"NS","NS","NS"
"Td00001aa002694",0.198842031352773,0.489276453567615,0.369036050846929,"NS","NS","NS"
"Td00001aa002709",-0.314846770095038,0.151228088138073,0.843369274611659,"NS","NS","NS"
"Td00001aa002710",-0.22247693973782,-0.342903781199688,0.501027593776175,"NS","NS","NS"
"Td00001aa002713",0.419759585498369,-0.356278529720547,0.466101964700016,"NS","NS","NS"
"Td00001aa002733",-1.1053382622575,-0.347690478061753,0.58990282734356,"Down","NS","NS"
"Td00001aa002734",-0.143754890447254,0.685828132681198,0.0663206405578858,"NS","NS","NS"
"Td00001aa002739",0.498646110102855,1.10235907950344,0.0150572488680173,"NS","Up","NS"
"Td00001aa002742",1.27271581582177,2.12531017542172,0.000851740772690183,"Up","Up","Up"
"Td00001aa002746",0.0806053565646718,0.684083537941026,0.045797579860918,"NS","NS","NS"
"Td00001aa002748",0.203987478168479,0.744413015875419,0.182300993773793,"NS","NS","NS"
"Td00001aa002777",-0.211586356775851,0.191770272535739,0.774834992714517,"NS","NS","NS"
"Td00001aa002810",-0.306530082861788,-0.201415767423745,0.728579064570252,"NS","NS","NS"
"Td00001aa002846",0.102961039730379,0.0697821099488965,0.944478033807737,"NS","NS","NS"
"Td00001aa002847",1.79268427439933,-0.0200113753463921,0.983302541354123,"Up","NS","NS"
"Td00001aa002854",0.043973628750395,-1.32097238224397,0.419675719516395,"NS","NS","NS"
"Td00001aa002896",-0.104414610365634,0.589340721317562,0.681975905174642,"NS","NS","NS"
"Td00001aa002916",-0.285474945372733,-0.254947988783948,0.824781161292851,"NS","NS","NS"
"Td00001aa002931",0.730692314458668,0.0709620120397606,0.906479260085888,"NS","NS","NS"
"Td00001aa002989",0.185163188188742,0.0434191859442739,0.957545386610134,"NS","NS","NS"
"Td00001aa003020",0.061690055776599,0.742203438814763,0.243320296845786,"NS","NS","NS"
"Td00001aa003089",-0.230952315802905,-0.262523670844323,0.944854924079937,"NS","NS","NS"
"Td00001aa003097",-0.82800769864301,-1.0425220699745,0.0172658518053181,"NS","Down","NS"
"Td00001aa003108",-0.468154009503037,-0.997048579892561,0.376708575413626,"NS","NS","NS"
"Td00001aa003158",-0.734038140501174,-0.339394257079795,0.499017472859648,"NS","NS","NS"
"Td00001aa003180",0.215635595233187,-0.0826814997060465,0.949960651208721,"NS","NS","NS"
"Td00001aa003191",0.723287700839367,0.785629267039743,0.314972403440485,"NS","NS","NS"
"Td00001aa003200",-0.454733992504537,-0.0844471540129706,0.909804111757881,"NS","NS","NS"
"Td00001aa003202",-0.247912141495556,0.408964527290401,0.46610391405513,"NS","NS","NS"
"Td00001aa003203",0.650810840890723,0.310866607368279,0.355225892178219,"NS","NS","NS"
"Td00001aa003210",-0.0850780500338677,0.237149095053281,0.640267562466841,"NS","NS","NS"
"Td00001aa003242",0.494566915896719,0.319054603957098,0.553614952145085,"NS","NS","NS"
"Td00001aa003249",-0.353030113403889,0.533037168812526,0.139552949845845,"NS","NS","NS"
"Td00001aa003250",-0.151312239521834,0.13464283237882,0.860695270693563,"NS","NS","NS"
"Td00001aa003262",-0.0689767188679,0.711683067004276,0.000878984764067188,"NS","NS","NS"
"Td00001aa003276",0.409249790225637,0.478420005498241,0.208772848492649,"NS","NS","NS"
"Td00001aa003277",1.52185971415247,-0.927671476243287,0.0204629018327315,"Up","NS","NS"
"Td00001aa003303",-0.0257286429508988,0.269915712054507,0.705241856041656,"NS","NS","NS"
"Td00001aa003309",0.0800442269591797,0.28817249898969,0.722418348717729,"NS","NS","NS"
"Td00001aa003322",-0.0707231457461716,0.335577215171881,0.355532392743548,"NS","NS","NS"
"Td00001aa003331",1.02445382688676,0.146389471850515,0.885273886890142,"Up","NS","NS"
"Td00001aa003346",-0.604758510864178,0.637012963328302,0.0159720017642571,"NS","NS","NS"
"Td00001aa003349",0.221705811449564,0.447704407182097,0.376199289321208,"NS","NS","NS"
"Td00001aa003359",-0.157821926768913,0.689565309344659,0.260521504752676,"NS","NS","NS"
"Td00001aa003400",-0.961309003256273,0.129721601194448,0.853532411980188,"NS","NS","NS"
"Td00001aa003441",-0.37785574474262,0.105364708813995,0.82721009774655,"NS","NS","NS"
"Td00001aa003479",-0.341443816333266,0.389485322264913,0.659609785955997,"NS","NS","NS"
"Td00001aa003480",2.0050720291717,-0.453824647885445,0.466963365439027,"Up","NS","NS"
"Td00001aa003491",-1.43756297068661,0.96115388397175,0.0466745513893782,"Down","NS","NS"
"Td00001aa003508",-0.518455933482184,-0.0671521094212363,0.899616978028096,"NS","NS","NS"
"Td00001aa003516",-0.109957765312247,0.765381529009931,0.0440032308743931,"NS","NS","NS"
"Td00001aa003538",0.153811795295835,-0.205181208981534,0.770962178728373,"NS","NS","NS"
"Td00001aa003542",0.0920232926096558,0.522571657785831,0.371078886354224,"NS","NS","NS"
"Td00001aa003543",-0.449503004581859,-0.0669571537434631,0.92446036121969,"NS","NS","NS"
"Td00001aa003547",-0.0141687218222595,0.0851067116013371,0.828368563588512,"NS","NS","NS"
"Td00001aa003563",0.654980714230568,0.188611037933997,0.613399647956459,"NS","NS","NS"
"Td00001aa003578",0.762265732358543,0.473630193549485,0.0778825756223948,"NS","NS","NS"
"Td00001aa003586",-0.966880928098052,-0.0472496611269613,0.94643518972227,"NS","NS","NS"
"Td00001aa003625",0.56663805755954,0.192343736339352,0.863178521545034,"NS","NS","NS"
"Td00001aa003659",0.843324849465243,-0.175187915236701,0.890418631602903,"NS","NS","NS"
"Td00001aa003666",-0.680186707982186,0.35485297606979,0.374554425183021,"NS","NS","NS"
"Td00001aa003679",-0.362878217327737,0.506447542699667,0.193981822002747,"NS","NS","NS"
"Td00001aa003685",-0.261266127012302,0.54881670284715,0.174300604443881,"NS","NS","NS"
"Td00001aa003686",0.387876254436856,0.407231953257065,0.467668935065843,"NS","NS","NS"
"Td00001aa003712",-0.265268541172873,0.343095908795691,0.687050455707102,"NS","NS","NS"
"Td00001aa003729",-0.572673971323046,-0.916182212836995,0.479744335779763,"NS","NS","NS"
"Td00001aa003754",0.273477530219512,0.333725196683319,0.355631826649681,"NS","NS","NS"
"Td00001aa003762",-0.249213746683421,-0.043232785285699,0.938928761701333,"NS","NS","NS"
"Td00001aa003775",-0.142445270002543,-1.03705238690473,0.146583122158259,"NS","NS","NS"
"Td00001aa003788",-0.0465381769007811,0.997937357280192,0.0018611800163051,"NS","NS","NS"
"Td00001aa003795",0.155266617064828,0.732368225162461,0.0215514471305409,"NS","NS","NS"
"Td00001aa003797",0.296910471968786,0.309666912018313,0.529899696283696,"NS","NS","NS"
"Td00001aa003812",-0.34799506291054,0.981934408118694,0.00942262592862654,"NS","NS","NS"
"Td00001aa003819",-0.357247597526792,0.412190371186152,0.50494031399704,"NS","NS","NS"
"Td00001aa003823",0.54385729291416,0.119835977635553,0.860355525771818,"NS","NS","NS"
"Td00001aa003830",-0.176623898519449,0.838662749366495,0.0471387117616794,"NS","NS","NS"
"Td00001aa003840",-0.249063907029896,0.634968041580311,0.318388899449708,"NS","NS","NS"
"Td00001aa003847",0.792319363838913,-0.390841119007709,0.706255463151206,"NS","NS","NS"
"Td00001aa003848",-0.321015325209852,0.606427289367106,0.237412674438432,"NS","NS","NS"
"Td00001aa003862",0.128665231977951,0.904692501795442,0.230276697050163,"NS","NS","NS"
"Td00001aa003870",-0.167230626391639,-0.199514581891925,0.77504949599198,"NS","NS","NS"
"Td00001aa003899",-0.377872567831814,-0.862837261100516,0.11123165128588,"NS","NS","NS"
"Td00001aa003919",0.0115604736726435,0.342017013893365,0.463228589114287,"NS","NS","NS"
"Td00001aa003921",-0.382936255719057,0.0698287656851339,0.902733199928374,"NS","NS","NS"
"Td00001aa003943",0.335756915125072,-0.0707148654793029,0.928684256511228,"NS","NS","NS"
"Td00001aa003944",-0.506022326913864,0.0496081514717541,0.935020376478824,"NS","NS","NS"
"Td00001aa003995",0.178299640129055,-0.168472768988891,0.870680418182642,"NS","NS","NS"
"Td00001aa004007",-0.505618212387959,0.596730547094464,0.129821498438044,"NS","NS","NS"
"Td00001aa004024",0.0299442102138973,0.369653337091538,0.506684613609927,"NS","NS","NS"
"Td00001aa004040",2.94775029750144,-0.469460303076807,0.203932656825115,"Up","NS","NS"
"Td00001aa004045",0.323295566267495,-0.390280654604304,0.609826381074724,"NS","NS","NS"
"Td00001aa004059",-0.949425503046472,-0.602093164583724,0.00941620809553211,"NS","NS","NS"
"Td00001aa004106",0.149346512031328,0.494817573249457,0.269657528130149,"NS","NS","NS"
"Td00001aa004112",-0.0731980873846925,-0.239641447739561,0.812835328046255,"NS","NS","NS"
"Td00001aa004117",-0.481719854456807,0.26802365701877,0.603664159450926,"NS","NS","NS"
"Td00001aa004160",-0.0716347857575658,-0.482218005942953,0.146111797238124,"NS","NS","NS"
"Td00001aa004171",0.711253751184328,-0.701293105062541,0.265558220528439,"NS","NS","NS"
"Td00001aa004183",0.333356212239545,-0.147736593806394,0.820797549227449,"NS","NS","NS"
"Td00001aa004206",0.044396724022645,0.670419948552198,0.195805072316287,"NS","NS","NS"
"Td00001aa004212",-0.00551401856387951,0.878649859473261,0.044924086517969,"NS","NS","NS"
"Td00001aa004249",-1.84365301436749,-0.796399987832884,0.0251750868527746,"Down","NS","NS"
"Td00001aa004250",0.350315694534298,0.465100934974491,0.300625288061262,"NS","NS","NS"
"Td00001aa004258",-0.0596127882191574,0.0569534371284935,0.91367269188235,"NS","NS","NS"
"Td00001aa004275",-0.373982477047682,0.446155137677273,0.475409393526793,"NS","NS","NS"
"Td00001aa004277",0.148377125997518,-0.142349444337898,0.885514479547595,"NS","NS","NS"
"Td00001aa004295",2.72312156542709,1.25248468619974,0.157811557745687,"Up","NS","NS"
"Td00001aa004305",0.000281790138040955,0.186425633326633,0.808640773513312,"NS","NS","NS"
"Td00001aa004315",-0.453341289893241,-0.58965693824899,0.568548255865208,"NS","NS","NS"
"Td00001aa004318",-0.192117042123204,0.535955018410441,0.276939511378484,"NS","NS","NS"
"Td00001aa004331",0.257906341980269,0.21251111905624,0.701688661491603,"NS","NS","NS"
"Td00001aa004340",0.48126008627836,0.351335443317021,0.599465153922893,"NS","NS","NS"
"Td00001aa004346",0.0341006728400735,0.00151943131687613,0.997636030133536,"NS","NS","NS"
"Td00001aa004354",0.54492576102345,2.01450561553973,0.000886815461862653,"NS","Up","NS"
"Td00001aa004356",0.141610889802204,1.22746490876467,7.1736910629199e-05,"NS","Up","NS"
"Td00001aa004358",-0.070859699969474,0.581798932787158,0.0382400474754433,"NS","NS","NS"
"Td00001aa004363",-0.239577076658472,0.316226678231551,0.665523912059611,"NS","NS","NS"
"Td00001aa004380",0.101198130419795,0.387877899043881,0.50972669023396,"NS","NS","NS"
"Td00001aa004381",0.132631497608945,0.150735445277517,0.879102602989813,"NS","NS","NS"
"Td00001aa004406",0.256152730036874,0.564301965450651,0.0801827188635835,"NS","NS","NS"
"Td00001aa004413",-0.746314343327565,0.817235145655407,0.072155264896742,"NS","NS","NS"
"Td00001aa004459",-0.088208224737071,1.90194796782868,0.000466992642625674,"NS","Up","NS"
"Td00001aa004461",0.382086554634285,-0.326843305626627,0.601915582237821,"NS","NS","NS"
"Td00001aa004518",-0.729682744519975,0.230100016585865,0.686053038935891,"NS","NS","NS"
"Td00001aa004575",0.41894689911694,-0.201894297610347,0.713589130112477,"NS","NS","NS"
"Td00001aa004618",-0.269203140276503,-0.174262927068238,0.736525084172201,"NS","NS","NS"
"Td00001aa004630",-0.355653500977341,0.36057624709096,0.42281276556147,"NS","NS","NS"
"Td00001aa004632",0.551750410069529,0.253464896951076,0.84725922100319,"NS","NS","NS"
"Td00001aa004645",-0.139386857232825,-0.308849136442055,0.693356525073818,"NS","NS","NS"
"Td00001aa004647",0.219696007331631,0.317815023593984,0.562563199266686,"NS","NS","NS"
"Td00001aa004670",0.534670720160163,1.15479635852789,0.00340728453913224,"NS","Up","NS"
"Td00001aa004680",-1.60377229718401,-0.34053053611009,0.304884603368278,"Down","NS","NS"
"Td00001aa004682",-0.666280265183153,0.990611359469103,0.00175713097512183,"NS","NS","NS"
"Td00001aa004700",0.770944249844997,1.58454459156228,0.00485166536351055,"NS","Up","NS"
"Td00001aa004701",-0.242634544967594,0.438940876186725,0.53633522626144,"NS","NS","NS"
"Td00001aa004721",1.49443655442176,0.317795435588772,0.648187576040339,"Up","NS","NS"
"Td00001aa004731",-0.199248785720327,0.303441204236251,0.755341122938386,"NS","NS","NS"
"Td00001aa004734",-0.41491273771542,-0.288362404286894,0.686053038935891,"NS","NS","NS"
"Td00001aa004735",-0.307466986370713,0.487717292212321,0.443203973308552,"NS","NS","NS"
"Td00001aa004745",0.549298138926807,-0.716637105246402,0.222981519871798,"NS","NS","NS"
"Td00001aa004757",-0.240494708305026,0.312393976410306,0.51081984707821,"NS","NS","NS"
"Td00001aa004786",0.517573998132518,0.614127258756225,0.0672514180634637,"NS","NS","NS"
"Td00001aa004794",0.065153159774635,0.358929121488685,0.344450141106789,"NS","NS","NS"
"Td00001aa004803",-0.210450997554702,-0.895670141881886,0.345603887304024,"NS","NS","NS"
"Td00001aa004811",-0.148901845692065,0.636092459555764,0.368173744873454,"NS","NS","NS"
