"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa000021","Zm00001eb330650",-0.274646653460064,0.361772916600463,0.459289109536476,"NS","NS","NS"
"Td00001aa000041","Zm00001eb330480",0.358086517134357,-0.222871840886336,0.802103131712547,"NS","NS","NS"
"Td00001aa000042","Zm00001eb330470",0.30943636313487,0.0425004597216697,0.967140092488415,"NS","NS","NS"
"Td00001aa000068","Zm00001eb330180",0.204843751223453,-0.262896846918994,0.753440826521698,"NS","NS","NS"
"Td00001aa000081","Zm00001eb330020",0.545370381201773,0.345889807779805,0.566987673757628,"NS","NS","NS"
"Td00001aa000084","Zm00001eb329980",-0.13311773875421,-0.0332790839801671,0.976037501883315,"NS","NS","NS"
"Td00001aa000086","Zm00001eb329960",0.260198076368496,0.28792715165097,0.714488960771647,"NS","NS","NS"
"Td00001aa000108","Zm00001eb329730",-0.827835158654415,-0.488991262590621,0.701546019392643,"NS","NS","NS"
"Td00001aa000109","Zm00001eb329710",0.332113025576376,0.0403341842587951,0.958322671519107,"NS","NS","NS"
"Td00001aa000119","Zm00001eb329590",-0.283669615612606,-0.306205089896095,0.771759929312485,"NS","NS","NS"
"Td00001aa000122","Zm00001eb329550",0.14499307725311,0.558602938519233,0.600611573604123,"NS","NS","NS"
"Td00001aa000125","Zm00001eb329520",-1.29745636601591,0.960605006791173,NA,"Down","NS","NS"
"Td00001aa000146","Zm00001eb329270",-0.246199701198674,-0.165690299245589,0.767858797975482,"NS","NS","NS"
"Td00001aa000149","Zm00001eb329240",-0.407621992274098,-0.0346435418604004,0.975187766891251,"NS","NS","NS"
"Td00001aa000157","Zm00001eb329150",-0.330372421535031,0.388945130906153,0.352475002200843,"NS","NS","NS"
"Td00001aa000161","Zm00001eb329090",-0.44418938607766,0.214246627566686,0.776024961845526,"NS","NS","NS"
"Td00001aa000234","Zm00001eb328410",-0.518443691781518,1.24818611098132,0.0713737368983428,"NS","NS","NS"
"Td00001aa000235","Zm00001eb328400",-0.2209148991614,-0.711621088506467,0.418757262799025,"NS","NS","NS"
"Td00001aa000236","Zm00001eb328390",1.12866969617372,1.53953794368109,0.000831753430224646,"Up","Up","Up"
"Td00001aa000271","Zm00001eb328080",-0.0290344445825285,-0.0203086469088995,0.990586710703965,"NS","NS","NS"
"Td00001aa000272","Zm00001eb328070",-0.378363026531093,0.157578739703694,0.852586115101959,"NS","NS","NS"
"Td00001aa000301","Zm00001eb327800",-0.429867290922598,-0.799134298376135,0.030103234277571,"NS","NS","NS"
"Td00001aa000336","Zm00001eb327430",0.472118669204543,0.662459249824122,0.0504460168726583,"NS","NS","NS"
"Td00001aa000346","Zm00001eb327330",0.46536899041462,-0.019180622669795,0.99605846100079,"NS","NS","NS"
"Td00001aa000350","Zm00001eb327290",0.279118970882132,-0.104705412701233,0.898039283662569,"NS","NS","NS"
"Td00001aa000380","Zm00001eb327030",-0.294079981656887,-0.738979399473279,0.77185078740975,"NS","NS","NS"
"Td00001aa000432","Zm00001eb326640",0.0984452788174932,0.061734318169413,0.951063210466163,"NS","NS","NS"
