"gene","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa000997",-0.666109409920855,0.98742987619189,0.0612987779963283,"NS","NS","NS"
"Td00001aa001066",-0.549456031244427,-0.243457973230324,0.838254054937862,"NS","NS","NS"
"Td00001aa001073",0.131705243921801,2.36501312192577,4.7595416804212e-06,"NS","Up","NS"
"Td00001aa001084",-0.24177447331367,-0.218972633096704,0.878950983810078,"NS","NS","NS"
"Td00001aa001111",0.104358825322308,0.315217091985493,0.640902156302056,"NS","NS","NS"
"Td00001aa001113",-0.352731551074132,0.112079041265995,0.94585657372189,"NS","NS","NS"
"Td00001aa001118",-0.310374173700864,-0.22027150827327,0.802166433572938,"NS","NS","NS"
"Td00001aa001127",-0.266970889457843,-1.44371707696904,0.0158642762076489,"NS","Down","NS"
"Td00001aa001141",0.116627352051774,0.451481543207977,0.281184567775325,"NS","NS","NS"
"Td00001aa001142",-0.419392714010002,1.30198646371491,0.232966040596226,"NS","NS","NS"
"Td00001aa001145",0.010434966519388,-0.0395999862988432,0.976210852381447,"NS","NS","NS"
"Td00001aa001192",-0.0496447335729645,-0.273451521470297,0.796388788304593,"NS","NS","NS"
"Td00001aa001210",-0.160483497393999,-1.42321338666544,0.532069843862694,"NS","NS","NS"
"Td00001aa001215",-0.61286807429131,-0.573129977441415,0.644931870532923,"NS","NS","NS"
"Td00001aa001245",-0.477422803773205,-0.289212596923958,0.812247458207978,"NS","NS","NS"
"Td00001aa001265",0.164057615640154,-0.659441568616688,0.283404540535362,"NS","NS","NS"
"Td00001aa001267",-0.299052183114762,0.637610791615904,0.766365668815404,"NS","NS","NS"
"Td00001aa001268",1.73772474526649,2.56717215191761,0.00487489504880269,"Up","Up","Up"
"Td00001aa001283",0.165303736166903,1.54185916916302,0.0488765228833323,"NS","Up","NS"
"Td00001aa001300",-0.223106212937194,0.118540783881858,0.937373281632458,"NS","NS","NS"
"Td00001aa001301",-0.275392240517324,-0.101160945670506,0.938603713807354,"NS","NS","NS"
"Td00001aa001319",0.026608436143676,0.489138228753692,0.757112323297216,"NS","NS","NS"
"Td00001aa001322",0.466429326778566,-0.721705574757002,0.301857360897171,"NS","NS","NS"
"Td00001aa001355",-1.53327227649445,-0.0704376319029636,0.960565144142633,"Down","NS","NS"
"Td00001aa001373",0.243307604366518,-0.539338549436352,0.576803447073478,"NS","NS","NS"
"Td00001aa001418",-0.108137150743551,0.128640491155303,0.912760345898433,"NS","NS","NS"
"Td00001aa001425",0.294559986297624,-0.186684344999193,0.904595579870536,"NS","NS","NS"
"Td00001aa001489",-0.668578590662571,0.849398769212383,0.353007776001889,"NS","NS","NS"
"Td00001aa001495",-0.034555187407228,0.710066986415217,0.515621121545368,"NS","NS","NS"
"Td00001aa001498",-0.429558566409382,-0.410379045973925,0.862834366176253,"NS","NS","NS"
"Td00001aa001519",-0.683741194506434,-0.10773294223524,0.950285667827586,"NS","NS","NS"
"Td00001aa001541",0.981271887018479,3.15310687541013,0.00012499329282398,"NS","Up","NS"
"Td00001aa001544",-0.23505961969154,-0.183040693061333,0.827421876304986,"NS","NS","NS"
"Td00001aa001550",-0.250615806787889,0.838271967736816,0.262971587566679,"NS","NS","NS"
"Td00001aa001578",-0.256756615264432,0.464309061393213,0.614782485802262,"NS","NS","NS"
"Td00001aa001591",-0.0302608183380191,-0.808834370567708,0.277644630564991,"NS","NS","NS"
"Td00001aa001592",-0.985033487144169,0.498130761225448,0.707865724589905,"NS","NS","NS"
"Td00001aa001617",-0.101186301286003,-0.109324709899984,0.93145642723955,"NS","NS","NS"
"Td00001aa001626",0.0663365368609204,0.219348073341543,0.813675589645741,"NS","NS","NS"
"Td00001aa001703",0.0311692068075966,0.8363693228884,0.514385118116203,"NS","NS","NS"
"Td00001aa001768",0.599435047175013,-0.564142961066925,0.739286799159014,"NS","NS","NS"
"Td00001aa001816",0.081893689496664,0.346887724752466,0.740363312957733,"NS","NS","NS"
"Td00001aa001856",-1.19614780372824,0.403163635128742,NA,"Down","NS","NS"
"Td00001aa001865",0.141599435940143,2.93956386589666,2.82098505098991e-07,"NS","Up","NS"
"Td00001aa001885",0.139228526542513,-1.27023342922023,NA,"NS",NA,"NS"
"Td00001aa001943",-0.129947943004872,0.0670677572300453,0.955161349387373,"NS","NS","NS"
"Td00001aa001961",-0.246542795324653,0.0768093530281058,0.970805338747614,"NS","NS","NS"
"Td00001aa001965",0.603368928747713,0.210680377522653,0.838254054937862,"NS","NS","NS"
"Td00001aa001981",0.420926936197368,-0.242247284617342,0.781432399497371,"NS","NS","NS"
"Td00001aa001998",-0.152650583551708,0.561040213234124,0.250823986421409,"NS","NS","NS"
"Td00001aa002029",-0.0580812517821468,1.28543490424714,0.0235545181513483,"NS","Up","NS"
"Td00001aa002075",0.26213049356732,1.0036812370716,NA,"NS",NA,"NS"
"Td00001aa002093",-0.81391307215165,0.360286753514594,0.816991545071798,"NS","NS","NS"
"Td00001aa002133",-0.625537936303777,-0.69414669463548,0.818116958282774,"NS","NS","NS"
"Td00001aa002147",0.076594612647782,0.0467052013045874,0.960565144142633,"NS","NS","NS"
"Td00001aa002157",0.063566873174714,-0.101310834034213,0.954855418639071,"NS","NS","NS"
"Td00001aa002232",2.91622952373269,-0.740738484123386,NA,"Up","NS","NS"
"Td00001aa002263",-0.0230490059381358,0.205963167073322,0.821916550470706,"NS","NS","NS"
"Td00001aa002278",0.127275284716866,-0.11801544505742,0.919283121148584,"NS","NS","NS"
"Td00001aa002280",-1.41501339912584,-0.426951981199826,0.666678542522955,"Down","NS","NS"
"Td00001aa002302",-0.130716010700272,0.469811355074475,0.571105311601438,"NS","NS","NS"
"Td00001aa002304",-0.891149073751972,-0.954050490574184,0.0221754948198305,"NS","NS","NS"
"Td00001aa002316",-0.750389614675829,-0.482149529010151,NA,"NS","NS","NS"
"Td00001aa002331",-0.476227753597293,-1.04280040211999,0.594013278492994,"NS","NS","NS"
"Td00001aa002356",-0.40745955247943,0.367402714512366,NA,"NS","NS","NS"
"Td00001aa002372",1.72034695182007,0.496191320985852,0.247426553767095,"Up","NS","NS"
"Td00001aa002377",0.475367007118654,-1.36567792512818,0.67083495753275,"NS","NS","NS"
"Td00001aa002382",-0.321126369393918,2.04143594961329,1.92991754217676e-06,"NS","Up","NS"
"Td00001aa002383",-0.284844593459153,0.405428226416384,0.645267554124593,"NS","NS","NS"
"Td00001aa002406",-0.164533636292983,0.795192796325466,0.376027235844939,"NS","NS","NS"
"Td00001aa002493",-0.0716689298885285,0.321433213075238,0.901700101350346,"NS","NS","NS"
"Td00001aa002517",-0.123961568715865,-0.881497236595617,0.432316596965625,"NS","NS","NS"
"Td00001aa002518",-1.09158390636247,-0.0437484656145956,0.975990462816041,"NS","NS","NS"
"Td00001aa002537",-0.411926222996873,-0.145222433198173,0.938603713807354,"NS","NS","NS"
"Td00001aa002569",-0.182552814768504,-1.36783903586146,0.479810033871977,"NS","NS","NS"
"Td00001aa002573",0.213845306272902,-0.965711939621335,0.410432086131295,"NS","NS","NS"
"Td00001aa002575",-0.200926521204472,0.312753645119072,0.705085355842741,"NS","NS","NS"
"Td00001aa002598",-0.278957633898144,-0.365810961537706,0.834425786649688,"NS","NS","NS"
"Td00001aa002600",-0.0805611260909085,0.0768273515006098,0.968501771942525,"NS","NS","NS"
"Td00001aa002603",1.78717265109936,-0.449971412759568,0.641324948948922,"Up","NS","NS"
"Td00001aa002606",-0.457245100053423,-0.198193798293505,0.902695152368383,"NS","NS","NS"
"Td00001aa002622",0.0067182791734865,-0.386291655510256,0.779468612700034,"NS","NS","NS"
"Td00001aa002632",0.547841036134393,-0.189218202054834,0.878672652067727,"NS","NS","NS"
"Td00001aa002636",-0.399353830719918,0.147156768011132,0.91270841006609,"NS","NS","NS"
"Td00001aa002645",-0.102362757781055,0.0644434746182761,0.947018882424341,"NS","NS","NS"
"Td00001aa002661",-0.368207457996709,0.259133631982303,0.813542586872274,"NS","NS","NS"
"Td00001aa002689",0.292497791558851,0.441525927487206,0.672546609777955,"NS","NS","NS"
"Td00001aa002692",-0.293322730923755,-1.06812806592294,0.139760717193194,"NS","NS","NS"
"Td00001aa002694",0.198842031352773,0.123686491522708,0.941920980920962,"NS","NS","NS"
"Td00001aa002709",-0.314846770095038,0.348373011156471,0.791939327556342,"NS","NS","NS"
"Td00001aa002710",-0.22247693973782,-1.04842147417917,0.19064499660453,"NS","NS","NS"
"Td00001aa002713",0.419759585498369,-0.0770179355547668,0.945606993096317,"NS","NS","NS"
"Td00001aa002733",-1.1053382622575,-1.46425722863714,0.00872945181004842,"Down","Down","Down"
"Td00001aa002734",-0.143754890447254,-0.648052140774853,0.610357634223262,"NS","NS","NS"
"Td00001aa002739",0.498646110102855,-0.0249184598281155,0.983416016133843,"NS","NS","NS"
"Td00001aa002742",1.27271581582177,1.22315025422461,0.659729239139996,"Up","NS","NS"
"Td00001aa002746",0.0806053565646718,-0.811829354130336,0.679263624837914,"NS","NS","NS"
"Td00001aa002748",0.203987478168479,-0.540233300029869,0.738801866874181,"NS","NS","NS"
"Td00001aa002777",-0.211586356775851,0.14117454981425,0.896974160892535,"NS","NS","NS"
"Td00001aa002810",-0.306530082861788,-0.879764393805274,0.529095888536366,"NS","NS","NS"
"Td00001aa002846",0.102961039730379,-0.250428691847773,0.907207874622233,"NS","NS","NS"
"Td00001aa002847",1.79268427439933,0.658496652544665,0.155473314096336,"Up","NS","NS"
"Td00001aa002854",0.043973628750395,-0.0174762259416352,NA,"NS","NS","NS"
"Td00001aa002896",-0.104414610365634,-1.99336851395388,0.432497453930263,"NS","NS","NS"
"Td00001aa002916",-0.285474945372733,-0.0752265759971509,0.977485094197107,"NS","NS","NS"
"Td00001aa002931",0.730692314458668,0.485037159404165,0.489348477498901,"NS","NS","NS"
"Td00001aa002989",0.185163188188742,-0.184855888432862,0.888544695199275,"NS","NS","NS"
"Td00001aa003020",0.061690055776599,0.242115024079268,0.901106524081141,"NS","NS","NS"
"Td00001aa003089",-0.230952315802905,1.14911543611867,0.791077816570446,"NS","NS","NS"
"Td00001aa003097",-0.82800769864301,-0.540675972617193,0.762670178682156,"NS","NS","NS"
"Td00001aa003108",-0.468154009503037,2.65669542430664,NA,"NS",NA,"NS"
"Td00001aa003158",-0.734038140501174,-0.147060510873023,0.926139302178611,"NS","NS","NS"
"Td00001aa003180",0.215635595233187,-0.580395898163879,0.804228332728713,"NS","NS","NS"
"Td00001aa003191",0.723287700839367,0.473339392161681,0.75960041893454,"NS","NS","NS"
"Td00001aa003200",-0.454733992504537,-0.120626575949212,0.962692747815784,"NS","NS","NS"
"Td00001aa003202",-0.247912141495556,0.469149608821445,0.564144386084007,"NS","NS","NS"
"Td00001aa003203",0.650810840890723,0.311665560425877,0.67058097944815,"NS","NS","NS"
"Td00001aa003210",-0.0850780500338677,0.0470430305977019,0.971977834742597,"NS","NS","NS"
"Td00001aa003242",0.494566915896719,-0.333409456427293,0.642743000513571,"NS","NS","NS"
"Td00001aa003249",-0.353030113403889,-0.270527494515776,0.756551900561678,"NS","NS","NS"
"Td00001aa003250",-0.151312239521834,-0.0605247515916579,0.972218687395773,"NS","NS","NS"
"Td00001aa003262",-0.0689767188679,0.346423526336227,0.518623974497429,"NS","NS","NS"
"Td00001aa003276",0.409249790225637,0.763070732319966,0.365461709687627,"NS","NS","NS"
"Td00001aa003277",1.52185971415247,2.09936487213116,0.00224724572126452,"Up","Up","Up"
"Td00001aa003303",-0.0257286429508988,0.28465295855157,0.821666417846158,"NS","NS","NS"
"Td00001aa003309",0.0800442269591797,-0.191602955106776,0.912011089580872,"NS","NS","NS"
"Td00001aa003322",-0.0707231457461716,0.287378102136168,0.649674838281618,"NS","NS","NS"
"Td00001aa003331",1.02445382688676,0.0465961704243298,0.966830685941142,"Up","NS","NS"
"Td00001aa003346",-0.604758510864178,-0.0411338732293023,0.978835280035124,"NS","NS","NS"
"Td00001aa003349",0.221705811449564,0.450229289270858,0.168829802292677,"NS","NS","NS"
"Td00001aa003359",-0.157821926768913,-0.103128782094645,0.953117017040494,"NS","NS","NS"
"Td00001aa003400",-0.961309003256273,1.46424922038964,2.23758748669245e-05,"NS","Up","NS"
"Td00001aa003426",0.96446776482182,4.15335710699263,NA,"NS",NA,"NS"
"Td00001aa003441",-0.37785574474262,-0.461888952919204,0.649488994498156,"NS","NS","NS"
"Td00001aa003479",-0.341443816333266,0.43620494404718,0.687091242922484,"NS","NS","NS"
"Td00001aa003480",2.0050720291717,1.71835682869493,0.292441247288292,"Up","NS","NS"
"Td00001aa003491",-1.43756297068661,0.474289804813021,0.737531514304603,"Down","NS","NS"
"Td00001aa003508",-0.518455933482184,0.360318625390109,0.63386473362031,"NS","NS","NS"
"Td00001aa003516",-0.109957765312247,0.177083252989749,0.8391530251468,"NS","NS","NS"
"Td00001aa003538",0.153811795295835,0.485389268641053,0.702089110286964,"NS","NS","NS"
"Td00001aa003542",0.0920232926096558,0.461962422608137,0.328816016048318,"NS","NS","NS"
"Td00001aa003543",-0.449503004581859,-0.609668959773099,0.646503895071475,"NS","NS","NS"
"Td00001aa003547",-0.0141687218222595,0.227057292213563,0.850338561423462,"NS","NS","NS"
"Td00001aa003563",0.654980714230568,0.111022128085904,0.926354054087333,"NS","NS","NS"
"Td00001aa003578",0.762265732358543,0.863952312998106,0.491969906050141,"NS","NS","NS"
"Td00001aa003586",-0.966880928098052,1.08495843050356,0.34889622612442,"NS","NS","NS"
"Td00001aa003625",0.56663805755954,-0.128593186632316,0.920197044981026,"NS","NS","NS"
"Td00001aa003659",0.843324849465243,-0.257139184381625,0.882077840953541,"NS","NS","NS"
"Td00001aa003666",-0.680186707982186,-0.446537830777433,0.830149243210333,"NS","NS","NS"
"Td00001aa003679",-0.362878217327737,-0.338020347253531,0.83081988572775,"NS","NS","NS"
"Td00001aa003685",-0.261266127012302,-0.0719215898675281,0.950896350166974,"NS","NS","NS"
"Td00001aa003686",0.387876254436856,-0.349586044020864,0.834375467177309,"NS","NS","NS"
"Td00001aa003712",-0.265268541172873,0.314510891137246,0.832487594471004,"NS","NS","NS"
"Td00001aa003754",0.273477530219512,-0.534378343980742,0.695503443547433,"NS","NS","NS"
"Td00001aa003762",-0.249213746683421,-0.38675431638635,0.743994239499142,"NS","NS","NS"
"Td00001aa003775",-0.142445270002543,0.00307420059122164,0.997791772694803,"NS","NS","NS"
"Td00001aa003788",-0.0465381769007811,0.344827031165263,0.527358457009579,"NS","NS","NS"
"Td00001aa003795",0.155266617064828,0.141943635314854,0.923782639646815,"NS","NS","NS"
"Td00001aa003797",0.296910471968786,1.09461677109197,0.192476594607402,"NS","NS","NS"
"Td00001aa003812",-0.34799506291054,-0.27862483773117,0.880557784484675,"NS","NS","NS"
"Td00001aa003819",-0.357247597526792,-1.07279328857756,0.491626406613851,"NS","NS","NS"
"Td00001aa003823",0.54385729291416,0.154998128890022,0.924613887390494,"NS","NS","NS"
"Td00001aa003830",-0.176623898519449,-0.28562641377331,0.852830926435791,"NS","NS","NS"
"Td00001aa003840",-0.249063907029896,0.596191649589016,0.530305577381651,"NS","NS","NS"
"Td00001aa003847",0.792319363838913,0.0312956767249729,0.988916171480739,"NS","NS","NS"
"Td00001aa003848",-0.321015325209852,-0.211828729897382,0.859642914471299,"NS","NS","NS"
"Td00001aa003862",0.128665231977951,1.57023600235603,0.231636804776563,"NS","NS","NS"
"Td00001aa003870",-0.167230626391639,-0.478632898581861,0.836395404485474,"NS","NS","NS"
"Td00001aa003899",-0.377872567831814,-1.7689961705907,0.00280973823793361,"NS","Down","NS"
"Td00001aa003919",0.0115604736726435,0.0487716866630672,0.990018247287679,"NS","NS","NS"
"Td00001aa003921",-0.382936255719057,0.46566998051352,0.65484959534908,"NS","NS","NS"
"Td00001aa003943",0.335756915125072,0.331645680352788,0.67058097944815,"NS","NS","NS"
"Td00001aa003944",-0.506022326913864,-0.168830099866878,0.897963616306984,"NS","NS","NS"
"Td00001aa003995",0.178299640129055,1.45377258940757,0.655875161124205,"NS","NS","NS"
"Td00001aa004007",-0.505618212387959,0.252482751365448,0.827393855773809,"NS","NS","NS"
"Td00001aa004024",0.0299442102138973,-0.827933264520997,0.61897569242375,"NS","NS","NS"
"Td00001aa004040",2.94775029750144,4.36358274533227,4.75647435189603e-20,"Up","Up","Up"
"Td00001aa004045",0.323295566267495,0.385173845942997,0.841844949797371,"NS","NS","NS"
"Td00001aa004059",-0.949425503046472,-0.784443729041565,0.320292697021719,"NS","NS","NS"
"Td00001aa004106",0.149346512031328,-1.11394206266785,0.388919959047164,"NS","NS","NS"
"Td00001aa004112",-0.0731980873846925,0.103157325688264,0.964307639999376,"NS","NS","NS"
"Td00001aa004117",-0.481719854456807,-0.127653491804861,0.934338559674521,"NS","NS","NS"
"Td00001aa004160",-0.0716347857575658,-0.640747384227666,0.348997975899287,"NS","NS","NS"
"Td00001aa004171",0.711253751184328,-0.599281465114155,0.28414908973669,"NS","NS","NS"
"Td00001aa004183",0.333356212239545,-1.15802922967454,0.218522522691083,"NS","NS","NS"
"Td00001aa004206",0.044396724022645,-0.146060910736489,0.953117017040494,"NS","NS","NS"
"Td00001aa004212",-0.00551401856387951,-0.100263048032449,0.889707406551491,"NS","NS","NS"
"Td00001aa004249",-1.84365301436749,0.101238895589008,0.934822566985485,"Down","NS","NS"
"Td00001aa004250",0.350315694534298,-0.0979882132029396,0.927181556328504,"NS","NS","NS"
"Td00001aa004258",-0.0596127882191574,0.100385167338476,0.92596459856327,"NS","NS","NS"
"Td00001aa004275",-0.373982477047682,0.546322671118088,0.503498391580276,"NS","NS","NS"
"Td00001aa004277",0.148377125997518,2.18217373518002,NA,"NS",NA,"NS"
"Td00001aa004295",2.72312156542709,0.146812220722508,0.919604279299737,"Up","NS","NS"
"Td00001aa004305",0.000281790138040955,-0.895791579728978,0.67230999340273,"NS","NS","NS"
"Td00001aa004315",-0.453341289893241,-1.08162691227986,0.17992280199305,"NS","NS","NS"
"Td00001aa004318",-0.192117042123204,-0.237807688760353,0.925669305141131,"NS","NS","NS"
"Td00001aa004331",0.257906341980269,-0.423323181015445,0.760219903394096,"NS","NS","NS"
"Td00001aa004340",0.48126008627836,-0.024893016269466,0.981112012028872,"NS","NS","NS"
"Td00001aa004346",0.0341006728400735,0.377668423680648,0.750428939677593,"NS","NS","NS"
"Td00001aa004354",0.54492576102345,-0.0981353523314909,0.960554233808647,"NS","NS","NS"
"Td00001aa004356",0.141610889802204,1.30507075521265,0.000358163643638046,"NS","Up","NS"
"Td00001aa004358",-0.070859699969474,-0.0203681287865245,0.985082079916856,"NS","NS","NS"
"Td00001aa004363",-0.239577076658472,-0.724126186581227,0.558369637886773,"NS","NS","NS"
"Td00001aa004380",0.101198130419795,-0.779603751453831,0.005830922830039,"NS","NS","NS"
"Td00001aa004381",0.132631497608945,-0.0814703961255857,0.960912540196422,"NS","NS","NS"
"Td00001aa004406",0.256152730036874,-0.242402475115108,0.8121434523713,"NS","NS","NS"
"Td00001aa004413",-0.746314343327565,1.74487956504954,0.030152921027639,"NS","Up","NS"
"Td00001aa004459",-0.088208224737071,1.76832330438365,0.000873962607792878,"NS","Up","NS"
"Td00001aa004461",0.382086554634285,-0.878109168891811,0.494545461257403,"NS","NS","NS"
"Td00001aa004518",-0.729682744519975,0.0171119617543702,0.992563542938273,"NS","NS","NS"
"Td00001aa004575",0.41894689911694,-0.440153257715301,0.567115486457507,"NS","NS","NS"
"Td00001aa004618",-0.269203140276503,-0.434763245937901,0.660092518675316,"NS","NS","NS"
"Td00001aa004630",-0.355653500977341,-0.331086246339112,0.794548583098636,"NS","NS","NS"
"Td00001aa004632",0.551750410069529,0.332863844803631,0.747677682068289,"NS","NS","NS"
"Td00001aa004645",-0.139386857232825,1.94525326879794,0.432993467538739,"NS","NS","NS"
"Td00001aa004647",0.219696007331631,0.804252076320944,0.387501336926821,"NS","NS","NS"
"Td00001aa004670",0.534670720160163,1.39746960039221,0.006554374455459,"NS","Up","NS"
"Td00001aa004680",-1.60377229718401,-0.0060022700664908,0.998027974154428,"Down","NS","NS"
"Td00001aa004682",-0.666280265183153,0.113578771391805,0.950364231805055,"NS","NS","NS"
"Td00001aa004700",0.770944249844997,0.759723133817487,0.650367664652945,"NS","NS","NS"
"Td00001aa004701",-0.242634544967594,0.40978008673912,0.85478947572271,"NS","NS","NS"
"Td00001aa004721",1.49443655442176,0.453997774417494,0.773907830611358,"Up","NS","NS"
"Td00001aa004731",-0.199248785720327,-0.531333833122438,0.740006752470927,"NS","NS","NS"
"Td00001aa004734",-0.41491273771542,0.183067549150531,0.788814011204422,"NS","NS","NS"
"Td00001aa004735",-0.307466986370713,0.232399465714556,0.891556178892148,"NS","NS","NS"
"Td00001aa004745",0.549298138926807,0.538858233695489,0.745111457557954,"NS","NS","NS"
"Td00001aa004757",-0.240494708305026,0.133208104205078,0.90425838209695,"NS","NS","NS"
"Td00001aa004786",0.517573998132518,0.380198828664282,0.642743000513571,"NS","NS","NS"
"Td00001aa004794",0.065153159774635,0.114373131645637,0.926453402972947,"NS","NS","NS"
"Td00001aa004803",-0.210450997554702,0.0609378063174252,0.976405542148261,"NS","NS","NS"
"Td00001aa004811",-0.148901845692065,-0.150694672283423,0.917475260093238,"NS","NS","NS"
"Td00001aa004834",-0.343127581941566,-0.0815328783840032,0.960912540196422,"NS","NS","NS"
"Td00001aa004866",0.151428892200849,-0.490287877735442,0.772330778790331,"NS","NS","NS"
