"gene","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa000997",-0.666109409920855,-0.0837942945949235,0.952789380360767,"NS","NS","NS"
"Td00001aa001066",-0.549456031244427,-0.331317255756644,0.750406514679796,"NS","NS","NS"
"Td00001aa001073",0.131705243921801,1.30174279208976,0.0275886662674119,"NS","Up","NS"
"Td00001aa001084",-0.24177447331367,-1.14074681630826,0.45197814227974,"NS","NS","NS"
"Td00001aa001111",0.104358825322308,0.360951971987465,0.766578897953595,"NS","NS","NS"
"Td00001aa001113",-0.352731551074132,0.442668623856733,0.821542722678847,"NS","NS","NS"
"Td00001aa001118",-0.310374173700864,-0.311413066094852,0.775070812263141,"NS","NS","NS"
"Td00001aa001127",-0.266970889457843,-1.29947900551554,0.000247490108698978,"NS","Down","NS"
"Td00001aa001141",0.116627352051774,1.09578121283074,0.0196971123160766,"NS","Up","NS"
"Td00001aa001142",-0.419392714010002,-0.253857233598949,0.779462048235316,"NS","NS","NS"
"Td00001aa001145",0.010434966519388,-0.00220238195721851,0.999799399397698,"NS","NS","NS"
"Td00001aa001192",-0.0496447335729645,0.0799680994108894,0.960559162946307,"NS","NS","NS"
"Td00001aa001210",-0.160483497393999,-1.14661133573082,0.361494301204028,"NS","NS","NS"
"Td00001aa001215",-0.61286807429131,-0.111907470523465,0.972539698352559,"NS","NS","NS"
"Td00001aa001245",-0.477422803773205,-0.368850411917209,0.75119635365281,"NS","NS","NS"
"Td00001aa001265",0.164057615640154,-0.608956755938858,0.478334905281782,"NS","NS","NS"
"Td00001aa001267",-0.299052183114762,0.0536680093094894,0.983050902160831,"NS","NS","NS"
"Td00001aa001268",1.73772474526649,0.0523848166836351,0.970086212523898,"Up","NS","NS"
"Td00001aa001283",0.165303736166903,0.420717184838786,0.708612539731128,"NS","NS","NS"
"Td00001aa001300",-0.223106212937194,0.0561256564890133,0.977224109619718,"NS","NS","NS"
"Td00001aa001301",-0.275392240517324,0.0545220278541881,0.966846772059796,"NS","NS","NS"
"Td00001aa001319",0.026608436143676,-0.391159439819737,0.762434358829091,"NS","NS","NS"
"Td00001aa001322",0.466429326778566,-0.0371904642092609,0.981347136035417,"NS","NS","NS"
"Td00001aa001355",-1.53327227649445,-0.648029041099955,0.182172187546235,"Down","NS","NS"
"Td00001aa001373",0.243307604366518,-0.300624148981511,0.894287607166327,"NS","NS","NS"
"Td00001aa001418",-0.108137150743551,0.00051038724474775,0.999799399397698,"NS","NS","NS"
"Td00001aa001425",0.294559986297624,-0.618361456852273,0.577410788381547,"NS","NS","NS"
"Td00001aa001489",-0.668578590662571,0.517545189431239,0.575877389799697,"NS","NS","NS"
"Td00001aa001495",-0.034555187407228,0.532207457403299,0.800198084252144,"NS","NS","NS"
"Td00001aa001498",-0.429558566409382,-0.494805861697607,0.728179559353403,"NS","NS","NS"
"Td00001aa001519",-0.683741194506434,-0.0630297067900437,0.980217819498514,"NS","NS","NS"
"Td00001aa001541",0.981271887018479,1.35223006027246,0.205491579644202,"NS","NS","NS"
"Td00001aa001544",-0.23505961969154,-2.34392164812674,NA,"NS",NA,"NS"
"Td00001aa001550",-0.250615806787889,0.567271211214068,0.582953033254035,"NS","NS","NS"
"Td00001aa001578",-0.256756615264432,0.276055572253002,0.849354872709913,"NS","NS","NS"
"Td00001aa001591",-0.0302608183380191,-0.40499614026247,0.647185984783582,"NS","NS","NS"
"Td00001aa001592",-0.985033487144169,0.960446253635421,NA,"NS","NS","NS"
"Td00001aa001617",-0.101186301286003,0.46847017189175,0.681932666569376,"NS","NS","NS"
"Td00001aa001626",0.0663365368609204,-0.354997708552762,0.702157703117565,"NS","NS","NS"
"Td00001aa001703",0.0311692068075966,-1.09417294885603,0.326199194929076,"NS","NS","NS"
"Td00001aa001768",0.599435047175013,-0.37388380477623,0.700728290390786,"NS","NS","NS"
"Td00001aa001816",0.081893689496664,-0.294354485743993,0.775070812263141,"NS","NS","NS"
"Td00001aa001856",-1.19614780372824,-0.984618698939842,0.589660598616309,"Down","NS","NS"
"Td00001aa001865",0.141599435940143,2.16185318416292,2.35750117070864e-06,"NS","Up","NS"
"Td00001aa001885",0.139228526542513,-0.912439830197808,0.730832202281404,"NS","NS","NS"
"Td00001aa001943",-0.129947943004872,0.126223340482575,0.921233018795967,"NS","NS","NS"
"Td00001aa001961",-0.246542795324653,-0.604475265828465,0.680806022963732,"NS","NS","NS"
"Td00001aa001965",0.603368928747713,0.505659587151234,0.468202979622047,"NS","NS","NS"
"Td00001aa001981",0.420926936197368,0.728058810602761,0.235871411908726,"NS","NS","NS"
"Td00001aa001998",-0.152650583551708,0.112669110888191,0.96576926266161,"NS","NS","NS"
"Td00001aa002029",-0.0580812517821468,0.479125728783776,0.517367848057367,"NS","NS","NS"
"Td00001aa002075",0.26213049356732,1.51372491436805,NA,"NS",NA,"NS"
"Td00001aa002093",-0.81391307215165,-0.924440492975173,0.103317681198084,"NS","NS","NS"
"Td00001aa002133",-0.625537936303777,0.441333157457276,0.779462048235316,"NS","NS","NS"
"Td00001aa002147",0.076594612647782,1.87145611920089,0.0307404625771275,"NS","Up","NS"
"Td00001aa002157",0.063566873174714,0.196169191912978,0.816608928978537,"NS","NS","NS"
"Td00001aa002232",2.91622952373269,-0.47111323260037,NA,"Up","NS","NS"
"Td00001aa002263",-0.0230490059381358,1.0915197420671,0.0668623671585208,"NS","NS","NS"
"Td00001aa002278",0.127275284716866,-0.767807790317252,0.494171826600423,"NS","NS","NS"
"Td00001aa002280",-1.41501339912584,-0.680860656860617,0.405246703251881,"Down","NS","NS"
"Td00001aa002302",-0.130716010700272,0.760585749559317,0.399584737743453,"NS","NS","NS"
"Td00001aa002304",-0.891149073751972,-1.11792895522802,0.000238568080089882,"NS","Down","NS"
"Td00001aa002316",-0.750389614675829,1.37601552892563,NA,"NS",NA,"NS"
"Td00001aa002331",-0.476227753597293,-0.128151604501787,0.938486742754342,"NS","NS","NS"
"Td00001aa002356",-0.40745955247943,0.2913042477874,0.933440832164252,"NS","NS","NS"
"Td00001aa002372",1.72034695182007,1.15378803046283,0.342290949919307,"Up","NS","NS"
"Td00001aa002377",0.475367007118654,-0.847729192073058,0.770031368099434,"NS","NS","NS"
"Td00001aa002382",-0.321126369393918,1.22496086528551,0.0102338491392865,"NS","Up","NS"
"Td00001aa002383",-0.284844593459153,0.407007375026541,0.713174772945312,"NS","NS","NS"
"Td00001aa002406",-0.164533636292983,0.4635767095832,0.723371716532474,"NS","NS","NS"
"Td00001aa002493",-0.0716689298885285,0.951896388094307,0.548617729344402,"NS","NS","NS"
"Td00001aa002517",-0.123961568715865,-0.517222619058179,0.658899751303519,"NS","NS","NS"
"Td00001aa002518",-1.09158390636247,-0.278859601235764,0.810331191200716,"NS","NS","NS"
"Td00001aa002537",-0.411926222996873,-0.224022703286824,0.898797990550489,"NS","NS","NS"
"Td00001aa002569",-0.182552814768504,-0.305036727870459,0.788973523851419,"NS","NS","NS"
"Td00001aa002573",0.213845306272902,-0.537226235359863,0.357497041787782,"NS","NS","NS"
"Td00001aa002575",-0.200926521204472,0.978893054204047,0.458903872556775,"NS","NS","NS"
"Td00001aa002598",-0.278957633898144,0.386146191899033,0.7705410959325,"NS","NS","NS"
"Td00001aa002600",-0.0805611260909085,-0.309483421715246,0.748994736977738,"NS","NS","NS"
"Td00001aa002603",1.78717265109936,-1.9554253140786,0.421396052542158,"Up","NS","NS"
"Td00001aa002606",-0.457245100053423,-0.568446895225712,0.760642178726483,"NS","NS","NS"
"Td00001aa002622",0.0067182791734865,0.206113209892168,0.766430356670166,"NS","NS","NS"
"Td00001aa002632",0.547841036134393,0.516423263313316,0.783363774739254,"NS","NS","NS"
"Td00001aa002636",-0.399353830719918,-0.403839826865479,0.803434582631136,"NS","NS","NS"
"Td00001aa002645",-0.102362757781055,-0.0249801054376348,0.989388718351821,"NS","NS","NS"
"Td00001aa002661",-0.368207457996709,-0.126043143193389,0.914637585364432,"NS","NS","NS"
"Td00001aa002689",0.292497791558851,-0.197650470295277,0.843218283115404,"NS","NS","NS"
"Td00001aa002692",-0.293322730923755,-0.290473589166102,0.852715283375116,"NS","NS","NS"
"Td00001aa002694",0.198842031352773,0.500388097472866,0.516165872286599,"NS","NS","NS"
"Td00001aa002709",-0.314846770095038,0.230316353292077,0.882379592866017,"NS","NS","NS"
"Td00001aa002710",-0.22247693973782,-0.45154411253169,0.645159738552705,"NS","NS","NS"
"Td00001aa002713",0.419759585498369,-0.277539043166063,0.842990262259917,"NS","NS","NS"
"Td00001aa002733",-1.1053382622575,-0.672588640151274,0.374399916646403,"Down","NS","NS"
"Td00001aa002734",-0.143754890447254,-0.166996253470374,0.852352245523167,"NS","NS","NS"
"Td00001aa002739",0.498646110102855,0.751389917489374,0.299941062387462,"NS","NS","NS"
"Td00001aa002742",1.27271581582177,1.74104084136633,0.336565441157342,"Up","NS","NS"
"Td00001aa002746",0.0806053565646718,-0.567468361584589,0.732626016585377,"NS","NS","NS"
"Td00001aa002748",0.203987478168479,0.106959748148989,0.934846529168422,"NS","NS","NS"
"Td00001aa002777",-0.211586356775851,0.488992477255265,0.583686758736572,"NS","NS","NS"
"Td00001aa002810",-0.306530082861788,-0.259384170319282,0.902926940590683,"NS","NS","NS"
"Td00001aa002846",0.102961039730379,1.08955540254617,0.20124408441514,"NS","NS","NS"
"Td00001aa002847",1.79268427439933,1.38915733013559,0.000963909479573987,"Up","Up","Up"
"Td00001aa002854",0.043973628750395,-1.14785458144348,0.628781466091718,"NS","NS","NS"
"Td00001aa002896",-0.104414610365634,-0.155911859265601,0.937127129574483,"NS","NS","NS"
"Td00001aa002916",-0.285474945372733,-1.37707370114859,0.317788981515357,"NS","NS","NS"
"Td00001aa002931",0.730692314458668,-0.200051135234009,0.875282013700633,"NS","NS","NS"
"Td00001aa002989",0.185163188188742,0.221225530476829,0.866197889060028,"NS","NS","NS"
"Td00001aa003020",0.061690055776599,0.305044103190757,0.822330089432802,"NS","NS","NS"
"Td00001aa003089",-0.230952315802905,0.589056927443767,0.921094989620341,"NS","NS","NS"
"Td00001aa003097",-0.82800769864301,-1.19415372413826,0.0321668757114698,"NS","Down","NS"
"Td00001aa003108",-0.468154009503037,-0.167979590847369,0.959333890082878,"NS","NS","NS"
"Td00001aa003158",-0.734038140501174,-0.762038218007988,0.242744273625855,"NS","NS","NS"
"Td00001aa003180",0.215635595233187,0.0302470570960582,0.99258700023338,"NS","NS","NS"
"Td00001aa003191",0.723287700839367,1.13266338250569,0.688661789274015,"NS","NS","NS"
"Td00001aa003200",-0.454733992504537,-0.265183230863446,0.828459121614962,"NS","NS","NS"
"Td00001aa003202",-0.247912141495556,0.209513692557318,0.909094112238552,"NS","NS","NS"
"Td00001aa003203",0.650810840890723,0.684169944966504,0.422428912231222,"NS","NS","NS"
"Td00001aa003210",-0.0850780500338677,0.226000710294651,0.847186393538475,"NS","NS","NS"
"Td00001aa003242",0.494566915896719,0.932526949611264,0.114000222805433,"NS","NS","NS"
"Td00001aa003249",-0.353030113403889,0.00493226339624145,0.998395734870424,"NS","NS","NS"
"Td00001aa003250",-0.151312239521834,-0.0379004780341783,0.983396126459057,"NS","NS","NS"
"Td00001aa003262",-0.0689767188679,0.171063745780807,0.799677127083119,"NS","NS","NS"
"Td00001aa003276",0.409249790225637,0.854620070226116,0.128032560539041,"NS","NS","NS"
"Td00001aa003277",1.52185971415247,-0.179125303387573,0.885418915952815,"Up","NS","NS"
"Td00001aa003303",-0.0257286429508988,-0.042242061858225,0.979312101963716,"NS","NS","NS"
"Td00001aa003309",0.0800442269591797,-0.369266968629611,0.882115848165034,"NS","NS","NS"
"Td00001aa003322",-0.0707231457461716,-0.0931277437294302,0.949276853050619,"NS","NS","NS"
"Td00001aa003331",1.02445382688676,-0.830536695678811,0.623833583009369,"Up","NS","NS"
"Td00001aa003346",-0.604758510864178,0.117355865007175,0.917684969223773,"NS","NS","NS"
"Td00001aa003349",0.221705811449564,0.378858874567924,0.78214697305653,"NS","NS","NS"
"Td00001aa003359",-0.157821926768913,-0.10464467519039,0.924211158848332,"NS","NS","NS"
"Td00001aa003400",-0.961309003256273,0.637479428902884,0.285458388239466,"NS","NS","NS"
"Td00001aa003441",-0.37785574474262,-0.891136807822049,0.273158653970785,"NS","NS","NS"
"Td00001aa003479",-0.341443816333266,0.901049126761595,0.547688427604982,"NS","NS","NS"
"Td00001aa003480",2.0050720291717,-1.49293046807051,0.365706422144429,"Up","NS","NS"
"Td00001aa003491",-1.43756297068661,1.34348813640505,0.321333212125152,"Down","NS","NS"
"Td00001aa003508",-0.518455933482184,-0.226616222440651,0.819982680815551,"NS","NS","NS"
"Td00001aa003516",-0.109957765312247,0.259311631273114,0.725591971738809,"NS","NS","NS"
"Td00001aa003538",0.153811795295835,-0.00796209424342941,0.997993957930103,"NS","NS","NS"
"Td00001aa003542",0.0920232926096558,0.147883563555033,0.943979113500275,"NS","NS","NS"
"Td00001aa003543",-0.449503004581859,-0.414699361580467,0.72968651227456,"NS","NS","NS"
"Td00001aa003547",-0.0141687218222595,-0.137108403698442,0.915602021307253,"NS","NS","NS"
"Td00001aa003563",0.654980714230568,-0.0711331486218941,0.95122962401596,"NS","NS","NS"
"Td00001aa003578",0.762265732358543,0.405500275693016,0.806254330593135,"NS","NS","NS"
"Td00001aa003586",-0.966880928098052,-0.525439591456188,0.640047114586837,"NS","NS","NS"
"Td00001aa003625",0.56663805755954,-1.40819629276201,0.232386351541844,"NS","NS","NS"
"Td00001aa003659",0.843324849465243,-0.862786326027236,0.666871469834176,"NS","NS","NS"
"Td00001aa003666",-0.680186707982186,0.426551793421719,0.7877298911968,"NS","NS","NS"
"Td00001aa003679",-0.362878217327737,-0.157921502993688,0.935964261125108,"NS","NS","NS"
"Td00001aa003685",-0.261266127012302,-0.665906626338,0.468380174207119,"NS","NS","NS"
"Td00001aa003686",0.387876254436856,-0.486096583894569,0.745900061175791,"NS","NS","NS"
"Td00001aa003712",-0.265268541172873,-0.650328243786967,0.735467512374368,"NS","NS","NS"
"Td00001aa003754",0.273477530219512,-0.350611401061471,0.762991857190195,"NS","NS","NS"
"Td00001aa003762",-0.249213746683421,0.176413983050633,0.885360751207859,"NS","NS","NS"
"Td00001aa003775",-0.142445270002543,0.17338878364866,0.915668560699143,"NS","NS","NS"
"Td00001aa003788",-0.0465381769007811,0.324731045787674,0.660004482821723,"NS","NS","NS"
"Td00001aa003795",0.155266617064828,0.174623341277448,0.878787883179051,"NS","NS","NS"
"Td00001aa003797",0.296910471968786,0.700750555167394,0.20277335200713,"NS","NS","NS"
"Td00001aa003812",-0.34799506291054,0.455893784817109,0.64792113254691,"NS","NS","NS"
"Td00001aa003819",-0.357247597526792,-0.397398747176493,0.757161897058263,"NS","NS","NS"
"Td00001aa003823",0.54385729291416,0.114300491098118,0.958792312086725,"NS","NS","NS"
"Td00001aa003830",-0.176623898519449,0.353498003685419,0.730662961234208,"NS","NS","NS"
"Td00001aa003840",-0.249063907029896,0.172077282718541,0.913614656602229,"NS","NS","NS"
"Td00001aa003847",0.792319363838913,0.121510097929194,0.960628238271609,"NS","NS","NS"
"Td00001aa003848",-0.321015325209852,0.348461624819698,0.7293655637409,"NS","NS","NS"
"Td00001aa003862",0.128665231977951,0.755195563442508,0.645748946963495,"NS","NS","NS"
"Td00001aa003870",-0.167230626391639,-0.102952649115799,0.960003638245871,"NS","NS","NS"
"Td00001aa003899",-0.377872567831814,-1.54672020211065,0.0374135632558004,"NS","Down","NS"
"Td00001aa003919",0.0115604736726435,0.321155749315229,0.826552324995625,"NS","NS","NS"
"Td00001aa003921",-0.382936255719057,0.145497699328242,0.885360751207859,"NS","NS","NS"
"Td00001aa003943",0.335756915125072,0.0529588185977909,0.965205641395424,"NS","NS","NS"
"Td00001aa003944",-0.506022326913864,0.0542874833972623,0.977522155559666,"NS","NS","NS"
"Td00001aa003995",0.178299640129055,-0.535665444905024,0.803190743919733,"NS","NS","NS"
"Td00001aa004007",-0.505618212387959,0.234973490640596,0.824616102658719,"NS","NS","NS"
"Td00001aa004024",0.0299442102138973,0.480975025704044,0.637931839925902,"NS","NS","NS"
"Td00001aa004040",2.94775029750144,1.03028852203593,0.262592362210683,"Up","NS","NS"
"Td00001aa004045",0.323295566267495,-0.205779046482463,0.948375134123502,"NS","NS","NS"
"Td00001aa004059",-0.949425503046472,-0.964507407640342,0.298663742605847,"NS","NS","NS"
"Td00001aa004106",0.149346512031328,0.333152314564908,0.785664879030482,"NS","NS","NS"
"Td00001aa004112",-0.0731980873846925,-0.719188298144972,0.577358458857987,"NS","NS","NS"
"Td00001aa004117",-0.481719854456807,-0.150701614857492,0.877523940640864,"NS","NS","NS"
"Td00001aa004160",-0.0716347857575658,-0.786204654509555,0.188123708765678,"NS","NS","NS"
"Td00001aa004171",0.711253751184328,-1.12675023890897,0.223534819889192,"NS","NS","NS"
"Td00001aa004183",0.333356212239545,0.484741915018655,0.75240770337895,"NS","NS","NS"
"Td00001aa004206",0.044396724022645,0.225377322279466,0.860726401461225,"NS","NS","NS"
"Td00001aa004212",-0.00551401856387951,0.524760511550361,0.650589099409432,"NS","NS","NS"
"Td00001aa004249",-1.84365301436749,0.369121194750935,0.808192620405688,"Down","NS","NS"
"Td00001aa004250",0.350315694534298,0.0954552076298102,0.959548128942224,"NS","NS","NS"
"Td00001aa004258",-0.0596127882191574,-0.0307097564951012,0.983722809956314,"NS","NS","NS"
"Td00001aa004275",-0.373982477047682,0.707280897333931,0.299380792800166,"NS","NS","NS"
"Td00001aa004277",0.148377125997518,0.169135993622335,0.955978210761888,"NS","NS","NS"
"Td00001aa004295",2.72312156542709,0.558384843632474,0.750351019511492,"Up","NS","NS"
"Td00001aa004305",0.000281790138040955,0.048163460101172,0.982303163085796,"NS","NS","NS"
"Td00001aa004315",-0.453341289893241,-2.730920922601,0.0268918408157635,"NS","Down","NS"
"Td00001aa004318",-0.192117042123204,0.441695482528097,0.629965101895991,"NS","NS","NS"
"Td00001aa004331",0.257906341980269,0.0646718141379792,0.965885954575985,"NS","NS","NS"
"Td00001aa004340",0.48126008627836,-0.481515457683343,0.556425932747481,"NS","NS","NS"
"Td00001aa004346",0.0341006728400735,-0.463959336319835,0.562049413160324,"NS","NS","NS"
"Td00001aa004354",0.54492576102345,-0.240955379916697,0.817636616887251,"NS","NS","NS"
"Td00001aa004356",0.141610889802204,1.06248619847295,0.0120376770977905,"NS","Up","NS"
"Td00001aa004358",-0.070859699969474,-0.0771311775613179,0.960628238271609,"NS","NS","NS"
"Td00001aa004363",-0.239577076658472,0.372505384788693,0.759701818195755,"NS","NS","NS"
"Td00001aa004380",0.101198130419795,0.767926808779579,0.42928130943037,"NS","NS","NS"
"Td00001aa004381",0.132631497608945,-0.675177592373576,0.673898956381866,"NS","NS","NS"
"Td00001aa004406",0.256152730036874,-0.028150009323065,0.985470654904165,"NS","NS","NS"
"Td00001aa004413",-0.746314343327565,0.0327798676307841,0.990806153186408,"NS","NS","NS"
"Td00001aa004459",-0.088208224737071,2.49592155111867,0.0151765187762731,"NS","Up","NS"
"Td00001aa004461",0.382086554634285,-1.29670275242802,0.180379409996746,"NS","NS","NS"
"Td00001aa004518",-0.729682744519975,-0.0466271722234481,0.972467442332746,"NS","NS","NS"
"Td00001aa004575",0.41894689911694,-0.295257551760736,0.737690391992617,"NS","NS","NS"
"Td00001aa004618",-0.269203140276503,0.0116996012166312,0.996230195986699,"NS","NS","NS"
"Td00001aa004630",-0.355653500977341,0.383749143770862,0.664941070249417,"NS","NS","NS"
"Td00001aa004632",0.551750410069529,-0.0842907001805051,0.983722809956314,"NS","NS","NS"
"Td00001aa004645",-0.139386857232825,-1.06152635040147,0.436437406143688,"NS","NS","NS"
"Td00001aa004647",0.219696007331631,1.19869156893459,0.245272613036909,"NS","NS","NS"
"Td00001aa004670",0.534670720160163,0.498987337654349,0.430788813003166,"NS","NS","NS"
"Td00001aa004680",-1.60377229718401,-0.90451870775528,0.468202979622047,"Down","NS","NS"
"Td00001aa004682",-0.666280265183153,-0.198316461078097,0.864670154214546,"NS","NS","NS"
"Td00001aa004700",0.770944249844997,0.153097079752674,0.945916353971213,"NS","NS","NS"
"Td00001aa004701",-0.242634544967594,-0.170831501207579,0.887280763236265,"NS","NS","NS"
"Td00001aa004721",1.49443655442176,-0.0274962594252822,0.990364999661596,"Up","NS","NS"
"Td00001aa004731",-0.199248785720327,-0.388437914849707,0.819435377279998,"NS","NS","NS"
"Td00001aa004734",-0.41491273771542,-0.311225768377007,0.710433100676174,"NS","NS","NS"
"Td00001aa004735",-0.307466986370713,0.192550522097493,0.912103012615864,"NS","NS","NS"
"Td00001aa004745",0.549298138926807,0.189032057984485,0.902926940590683,"NS","NS","NS"
"Td00001aa004757",-0.240494708305026,0.319206897822828,0.593812480761585,"NS","NS","NS"
"Td00001aa004786",0.517573998132518,0.304767616434581,0.688661789274015,"NS","NS","NS"
"Td00001aa004794",0.065153159774635,0.0909936285050673,0.936292542455544,"NS","NS","NS"
"Td00001aa004803",-0.210450997554702,0.304652924587158,0.880637200790202,"NS","NS","NS"
"Td00001aa004811",-0.148901845692065,1.01989872077549,0.42391510518234,"NS","NS","NS"
"Td00001aa004834",-0.343127581941566,-0.926645931064174,0.180958664860027,"NS","NS","NS"
"Td00001aa004866",0.151428892200849,-0.000853232781177213,0.999799399397698,"NS","NS","NS"
"Td00001aa004869",0.950765859192958,-0.102895806145275,0.891817581388789,"NS","NS","NS"
