"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa000021","Zm00001eb330650",-0.274646653460064,0.461060005841635,0.543827711153092,"NS","NS","NS"
"Td00001aa000041","Zm00001eb330480",0.358086517134357,0.482241368872958,0.515520315171702,"NS","NS","NS"
"Td00001aa000042","Zm00001eb330470",0.30943636313487,0.117549633513594,0.869382213116104,"NS","NS","NS"
"Td00001aa000068","Zm00001eb330180",0.204843751223453,-0.270174878443818,0.716438440633226,"NS","NS","NS"
"Td00001aa000081","Zm00001eb330020",0.545370381201773,-0.0818706946851642,0.9229914799757,"NS","NS","NS"
"Td00001aa000082","Zm00001eb330010",0.213620045430633,-0.951066500139426,0.383737570867189,"NS","NS","NS"
"Td00001aa000084","Zm00001eb329980",-0.13311773875421,1.05571174700893,0.23955611002814,"NS","NS","NS"
"Td00001aa000086","Zm00001eb329960",0.260198076368496,-0.700580812200281,0.498970620497467,"NS","NS","NS"
"Td00001aa000108","Zm00001eb329730",-0.827835158654415,-0.0749945657782934,0.969759835834866,"NS","NS","NS"
"Td00001aa000109","Zm00001eb329710",0.332113025576376,0.233824115294746,0.849053338511783,"NS","NS","NS"
"Td00001aa000119","Zm00001eb329590",-0.283669615612606,-0.161578969413755,0.863758040798847,"NS","NS","NS"
"Td00001aa000122","Zm00001eb329550",0.14499307725311,-0.447079265171672,0.786868726575016,"NS","NS","NS"
"Td00001aa000125","Zm00001eb329520",-1.29745636601591,2.81794946863427,0.728527737685826,"Down","NS","NS"
"Td00001aa000146","Zm00001eb329270",-0.246199701198674,0.28484591751644,0.673017762332987,"NS","NS","NS"
"Td00001aa000149","Zm00001eb329240",-0.407621992274098,-1.40928863154302,0.00338804444751298,"NS","Down","NS"
"Td00001aa000157","Zm00001eb329150",-0.330372421535031,0.629189734868049,0.273307367965148,"NS","NS","NS"
"Td00001aa000161","Zm00001eb329090",-0.44418938607766,0.28991839174897,0.720985201924943,"NS","NS","NS"
"Td00001aa000234","Zm00001eb328410",-0.518443691781518,-1.18528076224072,0.0461550209092679,"NS","Down","NS"
"Td00001aa000235","Zm00001eb328400",-0.2209148991614,-0.484207644594223,0.47301080335609,"NS","NS","NS"
"Td00001aa000236","Zm00001eb328390",1.12866969617372,4.12764572695638,3.04619556288125e-14,"Up","Up","Up"
"Td00001aa000271","Zm00001eb328080",-0.0290344445825285,-0.625596951237953,0.397206489090897,"NS","NS","NS"
"Td00001aa000272","Zm00001eb328070",-0.378363026531093,1.34698187174753,0.222668241246357,"NS","NS","NS"
"Td00001aa000301","Zm00001eb327800",-0.429867290922598,0.171670069636976,0.886396136885926,"NS","NS","NS"
"Td00001aa000336","Zm00001eb327430",0.472118669204543,0.300633914117788,0.619220640570324,"NS","NS","NS"
"Td00001aa000346","Zm00001eb327330",0.46536899041462,0.223457868157311,0.800603275477196,"NS","NS","NS"
"Td00001aa000350","Zm00001eb327290",0.279118970882132,0.152899003952842,0.847364348829114,"NS","NS","NS"
"Td00001aa000380","Zm00001eb327030",-0.294079981656887,-0.630368110849145,0.527282228563577,"NS","NS","NS"
"Td00001aa000432","Zm00001eb326640",0.0984452788174932,0.335805918399155,0.72219807682888,"NS","NS","NS"
"Td00001aa000441","Zm00001eb326560",-1.11556383427043,1.59424509231148,NA,"NS",NA,"NS"
"Td00001aa000442","Zm00001eb326540",-0.306415083069813,-0.0820975445038611,0.950158040698848,"NS","NS","NS"
"Td00001aa000457","Zm00001eb326410",-0.051393624622311,-0.144353954431036,0.862383857956504,"NS","NS","NS"
"Td00001aa000466","Zm00001eb326230",0.252302047513788,0.262421525266816,0.766663220985043,"NS","NS","NS"
"Td00001aa000490","Zm00001eb325940",0.027287125133165,-0.361814650769597,0.657054754896723,"NS","NS","NS"
"Td00001aa000499","Zm00001eb325880",-0.13657687807507,0.170376417163063,0.863281349750596,"NS","NS","NS"
"Td00001aa000504","Zm00001eb325820",-0.2999727074264,1.84479819136422,0.000285671649498865,"NS","Up","NS"
"Td00001aa000547","Zm00001eb325270",-0.0767024401281531,0.512246970474277,0.362964865632701,"NS","NS","NS"
"Td00001aa000549","Zm00001eb325230",-1.79129524444636,0.902525515080737,0.158632052781942,"Down","NS","NS"
"Td00001aa000573","Zm00001eb325150",-0.262386219234289,0.0885580883649871,0.933095946515693,"NS","NS","NS"
"Td00001aa000601","Zm00001eb324850",0.512657430742397,-0.432143929441779,0.67351138674961,"NS","NS","NS"
"Td00001aa000663","Zm00001eb324100",0.105117409106508,0.287053208800674,0.812510912901577,"NS","NS","NS"
"Td00001aa000684","Zm00001eb323810",0.424881518206327,0.251216320583588,0.659846333036207,"NS","NS","NS"
"Td00001aa000699","Zm00001eb323700",0.180013716128597,-0.717817560055015,0.204816959588778,"NS","NS","NS"
"Td00001aa000706","Zm00001eb323620",-0.004206585633171,-0.0276407612853161,0.9723394589456,"NS","NS","NS"
"Td00001aa000708","Zm00001eb323600",0.264035956613083,0.620163485586881,0.514466011884898,"NS","NS","NS"
"Td00001aa000756","Zm00001eb323170",0.16938941461832,0.616142582633331,0.279859128182947,"NS","NS","NS"
