"gene","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa000967",-2.4301876854992,0.393246785544277,0.527195784812654,"Down","NS","NS"
"Td00001aa000997",-0.666109409920855,1.07511185705798,0.0219646964105849,"NS","Up","NS"
"Td00001aa001066",-0.549456031244427,-0.166417202854565,0.837831902339217,"NS","NS","NS"
"Td00001aa001073",0.131705243921801,1.12234852343601,0.0215317180407235,"NS","Up","NS"
"Td00001aa001084",-0.24177447331367,-0.289639659091698,0.740351600822871,"NS","NS","NS"
"Td00001aa001111",0.104358825322308,0.502194857488525,0.408445164420808,"NS","NS","NS"
"Td00001aa001113",-0.352731551074132,-0.175350895758408,0.921775807961405,"NS","NS","NS"
"Td00001aa001118",-0.310374173700864,0.256661124162689,0.524601540792929,"NS","NS","NS"
"Td00001aa001127",-0.266970889457843,0.643374981850817,0.368103968400557,"NS","NS","NS"
"Td00001aa001141",0.116627352051774,1.19236896092547,0.00192095563698442,"NS","Up","NS"
"Td00001aa001142",-0.419392714010002,0.531501536068869,0.454941695284902,"NS","NS","NS"
"Td00001aa001145",0.010434966519388,-0.0472297397417747,0.963202270668891,"NS","NS","NS"
"Td00001aa001192",-0.0496447335729645,0.480982127760952,0.225250525315687,"NS","NS","NS"
"Td00001aa001210",-0.160483497393999,-0.598915079885114,0.397196500810934,"NS","NS","NS"
"Td00001aa001215",-0.61286807429131,-0.469753076245837,0.74402450255897,"NS","NS","NS"
"Td00001aa001245",-0.477422803773205,-0.052564207832481,0.945441239728154,"NS","NS","NS"
"Td00001aa001265",0.164057615640154,-0.177592540740098,0.823376001317957,"NS","NS","NS"
"Td00001aa001267",-0.299052183114762,-0.237381057928331,0.710139124943307,"NS","NS","NS"
"Td00001aa001268",1.73772474526649,-0.932111673742518,0.75366341243971,"Up","NS","NS"
"Td00001aa001283",0.165303736166903,0.385315720627576,0.498997655516874,"NS","NS","NS"
"Td00001aa001300",-0.223106212937194,0.423045644228518,0.314095539970638,"NS","NS","NS"
"Td00001aa001301",-0.275392240517324,0.204228346087179,0.732695519552572,"NS","NS","NS"
"Td00001aa001319",0.026608436143676,0.621229181599714,0.353066139500688,"NS","NS","NS"
"Td00001aa001322",0.466429326778566,0.109212946863689,0.91101554445902,"NS","NS","NS"
"Td00001aa001355",-1.53327227649445,-0.632518291022015,0.204277059751966,"Down","NS","NS"
"Td00001aa001373",0.243307604366518,-0.175710707629089,0.865384525999562,"NS","NS","NS"
"Td00001aa001418",-0.108137150743551,0.0404268226801776,0.958929145321689,"NS","NS","NS"
"Td00001aa001425",0.294559986297624,-0.488890036233799,0.369744840281299,"NS","NS","NS"
"Td00001aa001489",-0.668578590662571,0.00964984271273719,0.993795102172911,"NS","NS","NS"
"Td00001aa001495",-0.034555187407228,-0.188292999031412,0.891185745859748,"NS","NS","NS"
"Td00001aa001498",-0.429558566409382,-0.168637489248375,0.900432139915173,"NS","NS","NS"
"Td00001aa001519",-0.683741194506434,0.181722777484706,0.895983450365165,"NS","NS","NS"
"Td00001aa001541",0.981271887018479,0.496062857454643,0.71690384799503,"NS","NS","NS"
"Td00001aa001544",-0.23505961969154,-0.346136570452055,0.686671432100161,"NS","NS","NS"
"Td00001aa001550",-0.250615806787889,0.963333891326232,0.194053043231969,"NS","NS","NS"
"Td00001aa001578",-0.256756615264432,0.195996310648989,0.796475499780831,"NS","NS","NS"
"Td00001aa001591",-0.0302608183380191,-0.0242972969891319,0.973575027071844,"NS","NS","NS"
"Td00001aa001592",-0.985033487144169,-0.018505347528806,0.989815775850457,"NS","NS","NS"
"Td00001aa001617",-0.101186301286003,0.514746859736536,0.46448205584542,"NS","NS","NS"
"Td00001aa001626",0.0663365368609204,0.0383031580781241,0.976671875365015,"NS","NS","NS"
"Td00001aa001703",0.0311692068075966,0.287218385293783,0.738374397637883,"NS","NS","NS"
"Td00001aa001768",0.599435047175013,-0.104877274153248,0.809612867262568,"NS","NS","NS"
"Td00001aa001816",0.081893689496664,0.0384586977812764,0.957189147780099,"NS","NS","NS"
"Td00001aa001856",-1.19614780372824,-0.502490874082899,0.751925856268038,"Down","NS","NS"
"Td00001aa001865",0.141599435940143,2.82547597296317,5.52712115781232e-08,"NS","Up","NS"
"Td00001aa001885",0.139228526542513,0.242240897377561,0.938213346568039,"NS","NS","NS"
"Td00001aa001943",-0.129947943004872,0.26307588702077,0.535814791005002,"NS","NS","NS"
"Td00001aa001961",-0.246542795324653,-0.132075091348872,0.851109937289337,"NS","NS","NS"
"Td00001aa001965",0.603368928747713,-0.0336720456443349,0.972737815871434,"NS","NS","NS"
"Td00001aa001981",0.420926936197368,1.07748101461078,9.61624440910624e-05,"NS","Up","NS"
"Td00001aa001998",-0.152650583551708,0.0763158552962545,0.960607440615107,"NS","NS","NS"
"Td00001aa002029",-0.0580812517821468,0.497560101602517,0.397644357203216,"NS","NS","NS"
"Td00001aa002075",0.26213049356732,-1.4754803084132,0.235367385247312,"NS","NS","NS"
"Td00001aa002093",-0.81391307215165,-0.227872311317237,0.800064854414301,"NS","NS","NS"
"Td00001aa002133",-0.625537936303777,-0.0768134709231164,0.923296212847335,"NS","NS","NS"
"Td00001aa002147",0.076594612647782,0.634539807276234,0.198875590621936,"NS","NS","NS"
"Td00001aa002157",0.063566873174714,-0.0989322691763827,0.917221382086877,"NS","NS","NS"
"Td00001aa002232",2.91622952373269,-2.92345069359671,0.106828152273927,"Up","NS","NS"
"Td00001aa002263",-0.0230490059381358,0.159073790794407,0.726311040852664,"NS","NS","NS"
"Td00001aa002278",0.127275284716866,0.111299649053844,0.927601579184718,"NS","NS","NS"
"Td00001aa002280",-1.41501339912584,-0.157811928967399,0.685246004043862,"Down","NS","NS"
"Td00001aa002302",-0.130716010700272,0.2244433033159,0.694450475000151,"NS","NS","NS"
"Td00001aa002304",-0.891149073751972,-0.354582838332039,0.521399690517107,"NS","NS","NS"
"Td00001aa002316",-0.750389614675829,-0.966571345517852,0.00939576070307764,"NS","NS","NS"
"Td00001aa002331",-0.476227753597293,-0.554539370390384,0.339192060049149,"NS","NS","NS"
"Td00001aa002356",-0.40745955247943,-0.351553417314545,0.840409808075512,"NS","NS","NS"
"Td00001aa002372",1.72034695182007,0.378658871301202,0.562420083186993,"Up","NS","NS"
"Td00001aa002377",0.475367007118654,-0.163332024591029,0.924577897404375,"NS","NS","NS"
"Td00001aa002382",-0.321126369393918,0.454693789155284,0.341186873172911,"NS","NS","NS"
"Td00001aa002383",-0.284844593459153,0.359468488828269,0.445530314243329,"NS","NS","NS"
"Td00001aa002406",-0.164533636292983,0.88363205557489,0.339361007906424,"NS","NS","NS"
"Td00001aa002493",-0.0716689298885285,0.385101751495361,0.737621831063013,"NS","NS","NS"
"Td00001aa002517",-0.123961568715865,0.158851627094206,0.730858124958444,"NS","NS","NS"
"Td00001aa002518",-1.09158390636247,-0.208571014545478,0.770341059451764,"NS","NS","NS"
"Td00001aa002537",-0.411926222996873,0.269515060516683,0.670752933697476,"NS","NS","NS"
"Td00001aa002569",-0.182552814768504,-0.456097363320394,0.513234350964247,"NS","NS","NS"
"Td00001aa002573",0.213845306272902,-0.541354238293035,0.0370057189510039,"NS","NS","NS"
"Td00001aa002575",-0.200926521204472,-0.217030024066731,0.77526002472555,"NS","NS","NS"
"Td00001aa002598",-0.278957633898144,0.136426741743599,0.852998983598369,"NS","NS","NS"
"Td00001aa002600",-0.0805611260909085,-0.274440929642975,0.53919483529176,"NS","NS","NS"
"Td00001aa002603",1.78717265109936,0.45268682548123,0.779629042064929,"Up","NS","NS"
"Td00001aa002606",-0.457245100053423,0.284630668354757,0.797354299309846,"NS","NS","NS"
"Td00001aa002622",0.0067182791734865,0.384213904600476,0.250645149710169,"NS","NS","NS"
"Td00001aa002632",0.547841036134393,0.279241809379666,0.831456390241861,"NS","NS","NS"
"Td00001aa002636",-0.399353830719918,-0.0284750979011616,0.980081518811502,"NS","NS","NS"
"Td00001aa002645",-0.102362757781055,0.147842906250257,0.768716289882766,"NS","NS","NS"
"Td00001aa002661",-0.368207457996709,-0.0842658688808597,0.884434150999875,"NS","NS","NS"
"Td00001aa002689",0.292497791558851,0.383042620637077,0.479439466679886,"NS","NS","NS"
"Td00001aa002692",-0.293322730923755,0.0875111858628449,0.919659360643704,"NS","NS","NS"
"Td00001aa002694",0.198842031352773,0.544328907819039,0.294649342452967,"NS","NS","NS"
"Td00001aa002709",-0.314846770095038,-0.212477181972627,0.792322715155458,"NS","NS","NS"
"Td00001aa002710",-0.22247693973782,-0.0743166374702164,0.925729244326081,"NS","NS","NS"
"Td00001aa002713",0.419759585498369,0.121511005092734,0.887920287885492,"NS","NS","NS"
"Td00001aa002733",-1.1053382622575,-0.54485807332948,0.341006630813399,"Down","NS","NS"
"Td00001aa002734",-0.143754890447254,0.308740601998092,0.390306976266783,"NS","NS","NS"
"Td00001aa002739",0.498646110102855,0.398961307324282,0.645227117313467,"NS","NS","NS"
"Td00001aa002742",1.27271581582177,3.31710667933895,0.00820778737525645,"Up","Up","Up"
"Td00001aa002746",0.0806053565646718,0.336886232429222,0.496117124152216,"NS","NS","NS"
"Td00001aa002748",0.203987478168479,0.0265618789067385,0.98171094248022,"NS","NS","NS"
"Td00001aa002777",-0.211586356775851,0.256873817600825,0.729526455920601,"NS","NS","NS"
"Td00001aa002810",-0.306530082861788,-0.355594118521514,0.548397299286368,"NS","NS","NS"
"Td00001aa002846",0.102961039730379,0.151441405142399,0.895983450365165,"NS","NS","NS"
"Td00001aa002847",1.79268427439933,1.01106844750543,0.0175986120938349,"Up","Up","Up"
"Td00001aa002854",0.043973628750395,-1.32357189362598,0.513070763861325,"NS","NS","NS"
"Td00001aa002896",-0.104414610365634,0.0679696112408264,0.951486160281679,"NS","NS","NS"
"Td00001aa002916",-0.285474945372733,-0.576736552368069,0.733810898313099,"NS","NS","NS"
"Td00001aa002931",0.730692314458668,0.538126381648101,0.334945578385312,"NS","NS","NS"
"Td00001aa002989",0.185163188188742,-0.0972331118762907,0.909107937602003,"NS","NS","NS"
"Td00001aa003020",0.061690055776599,0.0636406586162558,0.967846304321197,"NS","NS","NS"
"Td00001aa003089",-0.230952315802905,-1.81057814660163,0.646271421761146,"NS","NS","NS"
"Td00001aa003097",-0.82800769864301,-0.869233847704171,0.00882780448284628,"NS","NS","NS"
"Td00001aa003108",-0.468154009503037,-1.06528488167058,0.257278251249208,"NS","NS","NS"
"Td00001aa003158",-0.734038140501174,0.188970675976752,0.794556349299632,"NS","NS","NS"
"Td00001aa003180",0.215635595233187,-0.163263325062088,0.900432139915173,"NS","NS","NS"
"Td00001aa003191",0.723287700839367,0.449344257054193,0.373806908798597,"NS","NS","NS"
"Td00001aa003200",-0.454733992504537,-0.344474779708958,0.498538158597132,"NS","NS","NS"
"Td00001aa003202",-0.247912141495556,0.673712294744962,0.503196978187001,"NS","NS","NS"
"Td00001aa003203",0.650810840890723,0.354691913014254,0.443121713797429,"NS","NS","NS"
"Td00001aa003210",-0.0850780500338677,-0.188395271665084,0.758556400079773,"NS","NS","NS"
"Td00001aa003242",0.494566915896719,1.03723407251768,0.0548976892212642,"NS","NS","NS"
"Td00001aa003249",-0.353030113403889,0.10815248553327,0.818188653653466,"NS","NS","NS"
"Td00001aa003250",-0.151312239521834,-0.00810026489640451,0.99259167446504,"NS","NS","NS"
"Td00001aa003262",-0.0689767188679,0.20558959610574,0.659770450934577,"NS","NS","NS"
"Td00001aa003276",0.409249790225637,0.726225867477684,0.147892119363148,"NS","NS","NS"
"Td00001aa003277",1.52185971415247,-0.123107716835789,0.92238529210546,"Up","NS","NS"
"Td00001aa003303",-0.0257286429508988,0.433441274707867,0.41586527274016,"NS","NS","NS"
"Td00001aa003309",0.0800442269591797,-0.367937931931049,0.69904211675552,"NS","NS","NS"
"Td00001aa003322",-0.0707231457461716,-0.160094214930033,0.795541610264336,"NS","NS","NS"
"Td00001aa003331",1.02445382688676,0.531114552189358,0.436106183599024,"Up","NS","NS"
"Td00001aa003346",-0.604758510864178,0.409662133988283,0.190508878873402,"NS","NS","NS"
"Td00001aa003349",0.221705811449564,0.272548015811129,0.764200948539508,"NS","NS","NS"
"Td00001aa003359",-0.157821926768913,0.116652414013988,0.82599272093185,"NS","NS","NS"
"Td00001aa003400",-0.961309003256273,0.334774585637062,0.618650459609969,"NS","NS","NS"
"Td00001aa003426",0.96446776482182,-0.502750975042826,NA,"NS","NS","NS"
"Td00001aa003441",-0.37785574474262,0.416452531781644,0.460421653570079,"NS","NS","NS"
"Td00001aa003479",-0.341443816333266,0.327097166312915,0.642937242761643,"NS","NS","NS"
"Td00001aa003480",2.0050720291717,-0.921817953269694,0.404688789578271,"Up","NS","NS"
"Td00001aa003491",-1.43756297068661,0.803704672085896,0.0552589193981991,"Down","NS","NS"
"Td00001aa003508",-0.518455933482184,0.0987538029958042,0.904585023733689,"NS","NS","NS"
"Td00001aa003516",-0.109957765312247,0.3245243740611,0.30426406481166,"NS","NS","NS"
"Td00001aa003538",0.153811795295835,0.253581830571802,0.674942349037848,"NS","NS","NS"
"Td00001aa003542",0.0920232926096558,0.238725403588672,0.699362475214348,"NS","NS","NS"
"Td00001aa003543",-0.449503004581859,-0.489537748015708,0.24311584540241,"NS","NS","NS"
"Td00001aa003547",-0.0141687218222595,0.239137258642753,0.474893904998815,"NS","NS","NS"
"Td00001aa003563",0.654980714230568,-0.0625929442301636,0.91884083687865,"NS","NS","NS"
"Td00001aa003578",0.762265732358543,0.81387957769352,0.131800724290996,"NS","NS","NS"
"Td00001aa003586",-0.966880928098052,1.23638117574404,0.0157705140314753,"NS","Up","NS"
"Td00001aa003625",0.56663805755954,-0.0395655941461875,0.977488919282622,"NS","NS","NS"
"Td00001aa003659",0.843324849465243,-1.19187323511502,0.168264312448264,"NS","NS","NS"
"Td00001aa003666",-0.680186707982186,0.256965707579665,0.666029422127098,"NS","NS","NS"
"Td00001aa003679",-0.362878217327737,0.326511226718892,0.467800377090875,"NS","NS","NS"
"Td00001aa003685",-0.261266127012302,0.459140416470283,0.338653549911494,"NS","NS","NS"
"Td00001aa003686",0.387876254436856,0.30925638009301,0.628489548820456,"NS","NS","NS"
"Td00001aa003712",-0.265268541172873,0.353886797344043,0.597035107746834,"NS","NS","NS"
"Td00001aa003729",-0.572673971323046,0.575287081669382,0.729453952270646,"NS","NS","NS"
"Td00001aa003754",0.273477530219512,0.34648212907692,0.404513019628027,"NS","NS","NS"
"Td00001aa003762",-0.249213746683421,-0.0628276785530782,0.915328206849207,"NS","NS","NS"
"Td00001aa003775",-0.142445270002543,0.0815832112214174,0.963658538564276,"NS","NS","NS"
"Td00001aa003788",-0.0465381769007811,0.396294131862278,0.257554875488495,"NS","NS","NS"
"Td00001aa003795",0.155266617064828,0.35790960605784,0.195316300200396,"NS","NS","NS"
"Td00001aa003797",0.296910471968786,0.426841022870313,0.570042891329287,"NS","NS","NS"
"Td00001aa003812",-0.34799506291054,0.16484252422442,0.769799077944095,"NS","NS","NS"
"Td00001aa003819",-0.357247597526792,0.193635611702565,0.71161406714332,"NS","NS","NS"
"Td00001aa003823",0.54385729291416,0.30730731862916,0.565778827945928,"NS","NS","NS"
"Td00001aa003830",-0.176623898519449,0.23212458525046,0.733012308137225,"NS","NS","NS"
"Td00001aa003840",-0.249063907029896,0.539864976804816,0.200041724633901,"NS","NS","NS"
"Td00001aa003847",0.792319363838913,-0.370570720945832,0.83154304116914,"NS","NS","NS"
"Td00001aa003848",-0.321015325209852,0.384660341235541,0.567122329019469,"NS","NS","NS"
"Td00001aa003862",0.128665231977951,0.95204184262571,0.180128706563637,"NS","NS","NS"
"Td00001aa003870",-0.167230626391639,-0.523240353153259,0.489252870016035,"NS","NS","NS"
"Td00001aa003899",-0.377872567831814,-0.925817336456184,0.23570923853466,"NS","NS","NS"
"Td00001aa003919",0.0115604736726435,-0.537196569722543,0.26542306003847,"NS","NS","NS"
"Td00001aa003921",-0.382936255719057,0.255957463163548,0.686327995761491,"NS","NS","NS"
"Td00001aa003943",0.335756915125072,0.239383952282098,0.690839036712928,"NS","NS","NS"
"Td00001aa003944",-0.506022326913864,0.132221933898458,0.838356691703788,"NS","NS","NS"
"Td00001aa003995",0.178299640129055,0.595381167586128,0.463791119270444,"NS","NS","NS"
"Td00001aa004007",-0.505618212387959,0.716549976588837,0.0305199228069529,"NS","NS","NS"
"Td00001aa004024",0.0299442102138973,0.262821522181735,0.658353375655413,"NS","NS","NS"
"Td00001aa004040",2.94775029750144,-1.38639189682162,0.0215317180407235,"Up","Down","NS"
"Td00001aa004045",0.323295566267495,-0.465057538632177,0.605389588169405,"NS","NS","NS"
"Td00001aa004059",-0.949425503046472,-0.020510608543946,0.979863316777488,"NS","NS","NS"
"Td00001aa004106",0.149346512031328,0.374808512754358,0.543896780662153,"NS","NS","NS"
"Td00001aa004112",-0.0731980873846925,0.315802941938563,0.796772822714367,"NS","NS","NS"
"Td00001aa004117",-0.481719854456807,0.151183563195286,0.864572789832799,"NS","NS","NS"
"Td00001aa004160",-0.0716347857575658,-0.535051293357091,0.304881937768027,"NS","NS","NS"
"Td00001aa004171",0.711253751184328,-0.573399983429803,0.514030090403493,"NS","NS","NS"
"Td00001aa004183",0.333356212239545,0.417256720343334,0.596349274493448,"NS","NS","NS"
"Td00001aa004206",0.044396724022645,1.3126489810289,0.00633413465821797,"NS","Up","NS"
"Td00001aa004212",-0.00551401856387951,1.30975115583533,0.00657465693949697,"NS","Up","NS"
"Td00001aa004249",-1.84365301436749,0.207174644876664,0.853320922021049,"Down","NS","NS"
"Td00001aa004250",0.350315694534298,0.0549227443083229,0.954306718085571,"NS","NS","NS"
"Td00001aa004258",-0.0596127882191574,-0.253016923289846,0.522901156635638,"NS","NS","NS"
"Td00001aa004275",-0.373982477047682,0.340345223087042,0.544770067341904,"NS","NS","NS"
"Td00001aa004277",0.148377125997518,-0.775458596199918,0.38864664551889,"NS","NS","NS"
"Td00001aa004295",2.72312156542709,1.42950763745048,0.364524086184438,"Up","NS","NS"
"Td00001aa004305",0.000281790138040955,-0.319229285723724,0.567586867123131,"NS","NS","NS"
"Td00001aa004315",-0.453341289893241,-1.13707607760935,0.0273005170411428,"NS","Down","NS"
"Td00001aa004318",-0.192117042123204,-0.0357798952789913,0.963494319557181,"NS","NS","NS"
"Td00001aa004331",0.257906341980269,0.156745644903682,0.845126636315215,"NS","NS","NS"
"Td00001aa004340",0.48126008627836,0.911043158111782,0.2158973216923,"NS","NS","NS"
"Td00001aa004346",0.0341006728400735,-0.464468655574982,0.338653549911494,"NS","NS","NS"
"Td00001aa004354",0.54492576102345,-0.0328237267248453,0.98290310341873,"NS","NS","NS"
"Td00001aa004356",0.141610889802204,1.39818728431495,0.000201777194605978,"NS","Up","NS"
"Td00001aa004358",-0.070859699969474,0.297242633797958,0.388095381297803,"NS","NS","NS"
"Td00001aa004363",-0.239577076658472,0.654268904909537,0.0875918352478997,"NS","NS","NS"
"Td00001aa004380",0.101198130419795,0.141581372072521,0.763986263388967,"NS","NS","NS"
"Td00001aa004381",0.132631497608945,-0.30733924153844,0.772251593751629,"NS","NS","NS"
"Td00001aa004406",0.256152730036874,0.0129612416861495,0.98906034830636,"NS","NS","NS"
"Td00001aa004413",-0.746314343327565,0.16966786412786,0.706256018909952,"NS","NS","NS"
"Td00001aa004459",-0.088208224737071,0.540412727636672,0.437161531099974,"NS","NS","NS"
"Td00001aa004461",0.382086554634285,-0.295448723338141,0.679151211528623,"NS","NS","NS"
"Td00001aa004518",-0.729682744519975,0.412030121661585,0.584923765554306,"NS","NS","NS"
"Td00001aa004575",0.41894689911694,-0.139227456297409,0.803434872259087,"NS","NS","NS"
"Td00001aa004618",-0.269203140276503,0.138335982859495,0.829226105500787,"NS","NS","NS"
"Td00001aa004630",-0.355653500977341,0.330910648941514,0.538758133168214,"NS","NS","NS"
"Td00001aa004632",0.551750410069529,0.502389653085931,0.595421972726929,"NS","NS","NS"
"Td00001aa004645",-0.139386857232825,-0.991482188624125,0.0372326124798211,"NS","NS","NS"
"Td00001aa004647",0.219696007331631,0.561743959441511,0.329490897006073,"NS","NS","NS"
"Td00001aa004670",0.534670720160163,0.403788623474005,0.173870037463665,"NS","NS","NS"
"Td00001aa004680",-1.60377229718401,0.383207978279178,0.400675243491941,"Down","NS","NS"
"Td00001aa004682",-0.666280265183153,0.298156865720005,0.585061037067976,"NS","NS","NS"
"Td00001aa004700",0.770944249844997,2.29532654008165,1.99305189102797e-05,"NS","Up","NS"
"Td00001aa004701",-0.242634544967594,0.174195760160406,0.826248451496123,"NS","NS","NS"
"Td00001aa004721",1.49443655442176,-0.0332506199923617,0.984136194126964,"Up","NS","NS"
"Td00001aa004731",-0.199248785720327,0.243530080954995,0.785096814139429,"NS","NS","NS"
"Td00001aa004734",-0.41491273771542,-0.0998787363112269,0.875009818818683,"NS","NS","NS"
"Td00001aa004735",-0.307466986370713,0.471580291677257,0.507878219500522,"NS","NS","NS"
"Td00001aa004745",0.549298138926807,-0.489608097935245,0.431146480384873,"NS","NS","NS"
"Td00001aa004757",-0.240494708305026,0.308253343221339,0.528623554043489,"NS","NS","NS"
"Td00001aa004786",0.517573998132518,0.51842377324145,0.192418926045552,"NS","NS","NS"
"Td00001aa004794",0.065153159774635,0.450536198189536,0.384109889603087,"NS","NS","NS"
"Td00001aa004803",-0.210450997554702,-0.452595087096782,0.538219741757783,"NS","NS","NS"
