"gene","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa000920",-1.02142851647663,-1.36825543651448,0.00048782743106024,"Down","Down","Down"
"Td00001aa000926",0.501061649395165,1.08467896013717,5.89167463676136e-28,"NS","Up","NS"
"Td00001aa000964",1.54233826640286,-2.66436510510336,1.46115843955356e-21,"NS","Down","NS"
"Td00001aa000967",-2.4301876854992,-2.1392788135395,5.16244837601807e-16,"Down","Down","Down"
"Td00001aa000997",-0.666109409920855,1.08287837259408,3.72812506502913e-16,"NS","Up","NS"
"Td00001aa001066",-0.549456031244427,1.01324983191219,7.21020813876623e-27,"NS","Up","NS"
"Td00001aa001073",0.131705243921801,0.779585116412297,7.9291481794443e-05,"NS","NS","NS"
"Td00001aa001084",-0.24177447331367,0.341194103874107,0.0691441585351596,"NS","NS","NS"
"Td00001aa001111",0.104358825322308,-1.58647023118283,1.8002783112485e-23,"NS","Down","NS"
"Td00001aa001113",-0.352731551074132,0.702823623344379,3.01544358612911e-08,"NS","NS","NS"
"Td00001aa001118",-0.310374173700864,-0.142616351245828,0.30686425281002,"NS","NS","NS"
"Td00001aa001127",-0.266970889457843,-1.55869259560005,4.64814292500083e-20,"NS","Down","NS"
"Td00001aa001141",0.116627352051774,0.481318079592896,0.000172442135255778,"NS","NS","NS"
"Td00001aa001142",-0.419392714010002,0.213849360191755,0.390575391859725,"NS","NS","NS"
"Td00001aa001145",0.010434966519388,-1.44769884685649,3.31335613491709e-23,"NS","Down","NS"
"Td00001aa001192",-0.0496447335729645,0.792234211381486,1.62957835068415e-06,"NS","NS","NS"
"Td00001aa001210",-0.160483497393999,0.486146884271398,0.000884968629696215,"NS","NS","NS"
"Td00001aa001215",-0.61286807429131,-5.12232689387337,1.8581166191055e-41,"NS","Down","NS"
"Td00001aa001245",-0.477422803773205,0.117515879679105,0.48698323501288,"NS","NS","NS"
"Td00001aa001265",0.164057615640154,0.799609579686874,4.18085860410091e-16,"NS","NS","NS"
"Td00001aa001267",-0.299052183114762,1.3911150862249,3.84251126123534e-13,"NS","Up","NS"
"Td00001aa001268",1.73772474526649,3.98278139548831,5.97501616787048e-48,"Up","Up","Up"
"Td00001aa001283",0.165303736166903,1.10803560991735,3.470959502363e-16,"NS","Up","NS"
"Td00001aa001300",-0.223106212937194,0.414095433423399,9.83314453467878e-06,"NS","NS","NS"
"Td00001aa001301",-0.275392240517324,-1.07457947328932,2.26407558519279e-18,"NS","Down","NS"
"Td00001aa001319",0.026608436143676,-0.451339282612541,0.00209530660977045,"NS","NS","NS"
"Td00001aa001322",0.466429326778566,-1.13126452996493,1.02484170086062e-07,"NS","Down","NS"
"Td00001aa001355",-1.53327227649445,-2.67280756253175,1.32286685861823e-19,"Down","Down","Down"
"Td00001aa001373",0.243307604366518,-0.394541531632343,0.357053278073639,"NS","NS","NS"
"Td00001aa001418",-0.108137150743551,-1.82301059279339,7.11276506606479e-30,"NS","Down","NS"
"Td00001aa001425",0.294559986297624,-0.311041621175905,0.0197086248207864,"NS","NS","NS"
"Td00001aa001489",-0.668578590662571,-2.06618685550649,2.5221601129338e-13,"NS","Down","NS"
"Td00001aa001495",-0.034555187407228,-0.125645938282403,0.686070351060823,"NS","NS","NS"
"Td00001aa001498",-0.429558566409382,-2.50846947623886,5.71265305627086e-09,"NS","Down","NS"
"Td00001aa001519",-0.683741194506434,-1.85392488598283,6.93478687401845e-15,"NS","Down","NS"
"Td00001aa001541",0.981271887018479,0.714528115857236,0.0231174019722445,"NS","NS","NS"
"Td00001aa001544",-0.23505961969154,-1.46733161698756,1.65547214764277e-15,"NS","Down","NS"
"Td00001aa001550",-0.250615806787889,-0.0301295205259792,0.967541979651594,"NS","NS","NS"
"Td00001aa001578",-0.256756615264432,-1.12435037492532,8.13379908120561e-20,"NS","Down","NS"
"Td00001aa001591",-0.0302608183380191,0.0764709529375035,0.875444982159969,"NS","NS","NS"
"Td00001aa001592",-0.985033487144169,1.90387688622058,1.79232737242744e-14,"NS","Up","NS"
"Td00001aa001617",-0.101186301286003,-0.883859551047815,6.09851894252885e-15,"NS","NS","NS"
"Td00001aa001626",0.0663365368609204,0.146675832479714,0.767975838554001,"NS","NS","NS"
"Td00001aa001703",0.0311692068075966,-1.76147248403044,5.35890294400912e-12,"NS","Down","NS"
"Td00001aa001768",0.599435047175013,0.0168103056687684,0.99785962308036,"NS","NS","NS"
"Td00001aa001816",0.081893689496664,-2.43993472270491,5.01826813113884e-28,"NS","Down","NS"
"Td00001aa001856",-1.19614780372824,-1.44264996536048,0.0484592133659901,"Down","Down","Down"
"Td00001aa001865",0.141599435940143,0.461677819179737,0.0822032111079891,"NS","NS","NS"
"Td00001aa001885",0.139228526542513,-0.765011219307763,0.99785962308036,"NS","NS","NS"
"Td00001aa001943",-0.129947943004872,-0.521504021514405,9.30159301711938e-05,"NS","NS","NS"
"Td00001aa001961",-0.246542795324653,-0.0735624281024629,0.860716346665459,"NS","NS","NS"
"Td00001aa001965",0.603368928747713,0.614758687549427,1.46651924283854e-07,"NS","NS","NS"
"Td00001aa001981",0.420926936197368,0.606816974278225,1.0027762496717e-09,"NS","NS","NS"
"Td00001aa001998",-0.152650583551708,-1.60301266221022,8.5057525005698e-12,"NS","Down","NS"
"Td00001aa002029",-0.0580812517821468,0.286145450983384,0.247030741896807,"NS","NS","NS"
"Td00001aa002075",0.26213049356732,-0.22641453770562,0.99785962308036,"NS","NS","NS"
"Td00001aa002093",-0.81391307215165,-0.961032673703126,7.03927541015477e-09,"NS","NS","NS"
"Td00001aa002133",-0.625537936303777,-1.79595447616533,1.52038416476325e-20,"NS","Down","NS"
"Td00001aa002147",0.076594612647782,-2.03990533171812,1.09968108891522e-18,"NS","Down","NS"
"Td00001aa002157",0.063566873174714,-0.20619792956915,0.142429107941467,"NS","NS","NS"
"Td00001aa002232",2.91622952373269,6.1080904068299,1.59753316181302e-83,"Up","Up","Up"
"Td00001aa002263",-0.0230490059381358,-1.02880826522882,2.44769316993063e-09,"NS","Down","NS"
"Td00001aa002278",0.127275284716866,1.3254741491903,1.25265908376464e-43,"NS","Up","NS"
"Td00001aa002280",-1.41501339912584,-3.70033627777192,7.44765315084079e-108,"Down","Down","Down"
"Td00001aa002302",-0.130716010700272,-0.057103907921407,0.764103286973455,"NS","NS","NS"
"Td00001aa002304",-0.891149073751972,-0.69425357792351,4.51689341738935e-05,"NS","NS","NS"
"Td00001aa002316",-0.750389614675829,-0.646505168417497,0.641303698213605,"NS","NS","NS"
"Td00001aa002331",-0.476227753597293,1.62001318624056,1.69663908698462e-12,"NS","Up","NS"
"Td00001aa002356",-0.40745955247943,0.628681550592134,0.193996618651313,"NS","NS","NS"
"Td00001aa002372",1.72034695182007,-1.40881566169372,3.21444427012316e-07,"Up","Down","NS"
"Td00001aa002377",0.475367007118654,-0.00396565499314388,0.99785962308036,"NS","NS","NS"
"Td00001aa002382",-0.321126369393918,1.45594963597996,7.39280077109173e-44,"NS","Up","NS"
"Td00001aa002383",-0.284844593459153,0.22423715014523,0.317104393839952,"NS","NS","NS"
"Td00001aa002406",-0.164533636292983,0.470934894164096,4.12081300691825e-05,"NS","NS","NS"
"Td00001aa002493",-0.0716689298885285,-4.00371615795705,1.4650618050872e-15,"NS","Down","NS"
"Td00001aa002517",-0.123961568715865,0.291089052220777,0.00800109060920407,"NS","NS","NS"
"Td00001aa002518",-1.09158390636247,-2.41296549514958,1.017812667959e-23,"NS","Down","NS"
"Td00001aa002537",-0.411926222996873,-0.644974257467341,2.66531039432842e-05,"NS","NS","NS"
"Td00001aa002569",-0.182552814768504,1.72604951856468,0.000114295957873288,"NS","Up","NS"
"Td00001aa002573",0.213845306272902,0.0635826202306117,0.923153494024349,"NS","NS","NS"
"Td00001aa002575",-0.200926521204472,1.14775203613534,1.762715863617e-18,"NS","Up","NS"
"Td00001aa002598",-0.278957633898144,-0.220470911599035,0.168107293074058,"NS","NS","NS"
"Td00001aa002600",-0.0805611260909085,0.483049955358454,0.00771511795821322,"NS","NS","NS"
"Td00001aa002603",1.78717265109936,-0.967116787205268,0.000164588297745346,"Up","NS","NS"
"Td00001aa002606",-0.457245100053423,-0.451428947382892,0.0146446981832633,"NS","NS","NS"
"Td00001aa002622",0.0067182791734865,-0.0446943392386295,0.994684561292754,"NS","NS","NS"
"Td00001aa002632",0.547841036134393,-0.143646526612448,0.82102096035912,"NS","NS","NS"
"Td00001aa002636",-0.399353830719918,-1.51848137245012,2.80075658100158e-17,"NS","Down","NS"
"Td00001aa002645",-0.102362757781055,0.593921934798749,2.93200008520049e-08,"NS","NS","NS"
"Td00001aa002661",-0.368207457996709,0.447616434979028,0.00104646409438211,"NS","NS","NS"
"Td00001aa002689",0.292497791558851,-0.289621025052428,0.234940502547599,"NS","NS","NS"
"Td00001aa002692",-0.293322730923755,-1.33836380881661,4.64454073299162e-14,"NS","Down","NS"
"Td00001aa002694",0.198842031352773,-0.117729440288197,0.627920494536096,"NS","NS","NS"
"Td00001aa002709",-0.314846770095038,-0.858672404740433,3.09448815938728e-10,"NS","NS","NS"
"Td00001aa002710",-0.22247693973782,-0.254128569172096,0.0227555747644717,"NS","NS","NS"
"Td00001aa002713",0.419759585498369,2.57120933228249,2.40925740614431e-27,"NS","Up","NS"
"Td00001aa002733",-1.1053382622575,-3.12096238445069,1.27286579461809e-28,"Down","Down","Down"
"Td00001aa002734",-0.143754890447254,-0.0965148583767339,0.738533989141991,"NS","NS","NS"
"Td00001aa002739",0.498646110102855,-0.384303637399113,0.00289148704404798,"NS","NS","NS"
"Td00001aa002742",1.27271581582177,5.33665784236705,1.26918692891123e-23,"Up","Up","Up"
"Td00001aa002746",0.0806053565646718,-2.87044891434901,4.25894487212914e-32,"NS","Down","NS"
"Td00001aa002748",0.203987478168479,-0.0332950080837571,0.99785962308036,"NS","NS","NS"
"Td00001aa002777",-0.211586356775851,-1.62495645347778,2.7613307579047e-12,"NS","Down","NS"
"Td00001aa002810",-0.306530082861788,1.21100984692134,4.653899632395e-07,"NS","Up","NS"
"Td00001aa002846",0.102961039730379,1.05222493080516,1.23610278906915e-05,"NS","Up","NS"
"Td00001aa002847",1.79268427439933,0.549532890618808,0.00208229396984568,"Up","NS","NS"
"Td00001aa002854",0.043973628750395,0.175440956958905,0.887109203782698,"NS","NS","NS"
"Td00001aa002896",-0.104414610365634,6.32690697350276,2.05476570960045e-45,"NS","Up","NS"
"Td00001aa002916",-0.285474945372733,-1.21914944022273,0.000348575331165001,"NS","Down","NS"
"Td00001aa002931",0.730692314458668,-0.406267950435484,0.000916591543442483,"NS","NS","NS"
"Td00001aa002989",0.185163188188742,0.457137757355913,6.90565248094933e-05,"NS","NS","NS"
"Td00001aa003020",0.061690055776599,0.537072004286017,0.000150954798919813,"NS","NS","NS"
"Td00001aa003089",-0.230952315802905,-1.29460107864292,0.00244937425405717,"NS","Down","NS"
"Td00001aa003097",-0.82800769864301,-2.2561773675518,2.5368862325301e-07,"NS","Down","NS"
"Td00001aa003108",-0.468154009503037,1.45100836951916,0.00030263911937665,"NS","Up","NS"
"Td00001aa003158",-0.734038140501174,-1.09159138608641,6.75095263429533e-15,"NS","Down","NS"
"Td00001aa003180",0.215635595233187,0.345464762657886,0.264295688133705,"NS","NS","NS"
"Td00001aa003191",0.723287700839367,-0.252337207987535,0.554707627857536,"NS","NS","NS"
"Td00001aa003200",-0.454733992504537,-0.458736406163393,0.0111297345954944,"NS","NS","NS"
"Td00001aa003202",-0.247912141495556,0.689727109327913,9.93893251648949e-05,"NS","NS","NS"
"Td00001aa003203",0.650810840890723,-0.458182229391644,0.000507365966263127,"NS","NS","NS"
"Td00001aa003210",-0.0850780500338677,0.660549498507211,1.30670356575407e-09,"NS","NS","NS"
"Td00001aa003242",0.494566915896719,1.06285575892942,1.43115673359615e-15,"NS","Up","NS"
"Td00001aa003249",-0.353030113403889,-1.87753783051972,3.1404620423218e-70,"NS","Down","NS"
"Td00001aa003250",-0.151312239521834,-1.12660672361767,1.64029058202446e-19,"NS","Down","NS"
"Td00001aa003262",-0.0689767188679,-1.32839546532399,1.5275897715866e-20,"NS","Down","NS"
"Td00001aa003276",0.409249790225637,1.44579496468872,1.38724512313682e-22,"NS","Up","NS"
"Td00001aa003277",1.52185971415247,0.754919645910009,4.92259079650481e-05,"Up","NS","NS"
"Td00001aa003303",-0.0257286429508988,-1.08986840293405,1.16882234262438e-08,"NS","Down","NS"
"Td00001aa003309",0.0800442269591797,-0.562881945040866,0.00176121460362641,"NS","NS","NS"
"Td00001aa003322",-0.0707231457461716,0.752823431444751,5.81408308117632e-22,"NS","NS","NS"
"Td00001aa003331",1.02445382688676,-0.592061259390736,7.00876594882122e-06,"Up","NS","NS"
"Td00001aa003346",-0.604758510864178,-0.33031659173623,0.0243158214844207,"NS","NS","NS"
"Td00001aa003349",0.221705811449564,-1.12662292681481,1.4811221974816e-13,"NS","Down","NS"
"Td00001aa003359",-0.157821926768913,-2.47388967140432,1.85318771064191e-21,"NS","Down","NS"
"Td00001aa003400",-0.961309003256273,-0.0915814775718796,0.445827771994297,"NS","NS","NS"
"Td00001aa003426",0.96446776482182,1.01191841786881,0.00575720031150945,"NS","Up","NS"
"Td00001aa003441",-0.37785574474262,-1.60697458000887,1.7396401841204e-22,"NS","Down","NS"
"Td00001aa003479",-0.341443816333266,-1.0868858196956,8.59011536357073e-28,"NS","Down","NS"
"Td00001aa003480",2.0050720291717,6.4758024655856,2.24961085022145e-127,"Up","Up","Up"
"Td00001aa003491",-1.43756297068661,0.0266721454536764,0.99785962308036,"Down","NS","NS"
"Td00001aa003508",-0.518455933482184,-2.20602676952163,1.99010005478809e-24,"NS","Down","NS"
"Td00001aa003516",-0.109957765312247,-0.305162346582902,0.00277181017679589,"NS","NS","NS"
"Td00001aa003538",0.153811795295835,-0.554420494330367,4.47868583775014e-08,"NS","NS","NS"
"Td00001aa003542",0.0920232926096558,-0.59733434090538,1.33655240290583e-05,"NS","NS","NS"
"Td00001aa003543",-0.449503004581859,-1.05361624236839,0.00015440641805229,"NS","Down","NS"
"Td00001aa003547",-0.0141687218222595,-0.165491678001506,0.144014538990751,"NS","NS","NS"
"Td00001aa003563",0.654980714230568,0.349074406679929,2.36398184853895e-08,"NS","NS","NS"
"Td00001aa003578",0.762265732358543,1.84278041861545,8.17115908014645e-17,"NS","Up","NS"
"Td00001aa003586",-0.966880928098052,-5.38305505734027,2.75883383981658e-34,"NS","Down","NS"
"Td00001aa003625",0.56663805755954,0.127257380203007,0.542566497698255,"NS","NS","NS"
"Td00001aa003659",0.843324849465243,0.242559495460301,0.208946414282712,"NS","NS","NS"
"Td00001aa003666",-0.680186707982186,0.466986857378991,0.0372306761296049,"NS","NS","NS"
"Td00001aa003679",-0.362878217327737,-1.56024066085609,3.46446438334168e-11,"NS","Down","NS"
"Td00001aa003685",-0.261266127012302,-0.778109124022965,1.05479419231813e-10,"NS","NS","NS"
"Td00001aa003686",0.387876254436856,0.538638176765495,0.00108332680812744,"NS","NS","NS"
"Td00001aa003712",-0.265268541172873,-1.35676849696315,1.09894070402516e-11,"NS","Down","NS"
"Td00001aa003729",-0.572673971323046,0.0735524894523808,0.99785962308036,"NS","NS","NS"
"Td00001aa003754",0.273477530219512,-0.243120189469505,0.0248900915765714,"NS","NS","NS"
"Td00001aa003762",-0.249213746683421,0.664818269350266,6.03796528026557e-08,"NS","NS","NS"
"Td00001aa003775",-0.142445270002543,-2.01340869198898,4.77235375104266e-14,"NS","Down","NS"
"Td00001aa003788",-0.0465381769007811,-0.0145060285188826,0.99785962308036,"NS","NS","NS"
"Td00001aa003795",0.155266617064828,0.363590465359004,0.0200080153290223,"NS","NS","NS"
"Td00001aa003797",0.296910471968786,0.527941830695293,7.32438754767754e-07,"NS","NS","NS"
"Td00001aa003812",-0.34799506291054,0.860159882801448,0.000557470028762899,"NS","NS","NS"
"Td00001aa003819",-0.357247597526792,-0.557102376209725,0.0218812440842833,"NS","NS","NS"
"Td00001aa003823",0.54385729291416,0.803348638968078,8.10388567083243e-14,"NS","NS","NS"
"Td00001aa003830",-0.176623898519449,-0.0541490864825074,0.837867991743485,"NS","NS","NS"
"Td00001aa003840",-0.249063907029896,-1.30309764671471,5.91950298754162e-11,"NS","Down","NS"
"Td00001aa003847",0.792319363838913,0.612593197581372,0.00102406187566449,"NS","NS","NS"
"Td00001aa003848",-0.321015325209852,-0.812633831009367,2.31495821205772e-15,"NS","NS","NS"
"Td00001aa003862",0.128665231977951,0.500281013510352,0.00334984106190618,"NS","NS","NS"
"Td00001aa003870",-0.167230626391639,-1.48105001093891,3.18121971835242e-15,"NS","Down","NS"
"Td00001aa003899",-0.377872567831814,0.689172884015932,2.68445890596119e-05,"NS","NS","NS"
"Td00001aa003919",0.0115604736726435,2.57439503692842,3.64933628662756e-26,"NS","Up","NS"
"Td00001aa003921",-0.382936255719057,0.615979661256061,4.56834071345336e-08,"NS","NS","NS"
"Td00001aa003943",0.335756915125072,-0.0935536703437942,0.463650818367202,"NS","NS","NS"
"Td00001aa003944",-0.506022326913864,0.539173259880384,1.28378672595384e-05,"NS","NS","NS"
"Td00001aa003995",0.178299640129055,-0.189999037816722,0.714735973233291,"NS","NS","NS"
"Td00001aa004007",-0.505618212387959,-0.964936045725673,1.7646038606611e-05,"NS","NS","NS"
"Td00001aa004024",0.0299442102138973,0.489667302296028,0.00202942962450394,"NS","NS","NS"
"Td00001aa004040",2.94775029750144,1.6731469856042,1.62353663203917e-21,"Up","Up","Up"
"Td00001aa004045",0.323295566267495,-0.487037724491917,0.0885478656793482,"NS","NS","NS"
"Td00001aa004059",-0.949425503046472,-0.396595674650466,0.106462778045077,"NS","NS","NS"
"Td00001aa004106",0.149346512031328,0.0484983323103928,0.945726434115266,"NS","NS","NS"
"Td00001aa004112",-0.0731980873846925,-1.43955058228182,1.35984390569001e-07,"NS","Down","NS"
"Td00001aa004117",-0.481719854456807,-0.220042262209762,0.115971451694183,"NS","NS","NS"
"Td00001aa004160",-0.0716347857575658,0.0150249637341786,0.99785962308036,"NS","NS","NS"
"Td00001aa004171",0.711253751184328,0.602974902540727,4.58909087675515e-08,"NS","NS","NS"
"Td00001aa004183",0.333356212239545,-0.810380749547427,0.0210780178913442,"NS","NS","NS"
"Td00001aa004206",0.044396724022645,-1.69629066376563,2.45657270847344e-16,"NS","Down","NS"
"Td00001aa004212",-0.00551401856387951,-0.746986585702589,7.64339292600427e-05,"NS","NS","NS"
"Td00001aa004249",-1.84365301436749,-3.45862775392908,4.20801418561488e-39,"Down","Down","Down"
"Td00001aa004250",0.350315694534298,-0.223584106156513,0.357215268418128,"NS","NS","NS"
"Td00001aa004258",-0.0596127882191574,-0.976408431329493,1.40841000726288e-17,"NS","NS","NS"
"Td00001aa004275",-0.373982477047682,0.823810419417203,4.88813834343613e-06,"NS","NS","NS"
"Td00001aa004277",0.148377125997518,1.11640620050374,0.0432252522616178,"NS","Up","NS"
"Td00001aa004295",2.72312156542709,2.17296567195369,2.06813235781163e-42,"Up","Up","Up"
"Td00001aa004305",0.000281790138040955,0.121207916310784,0.790781595204352,"NS","NS","NS"
"Td00001aa004315",-0.453341289893241,0.158489245679613,0.548754499716744,"NS","NS","NS"
"Td00001aa004318",-0.192117042123204,-1.89405077068527,6.68304762988857e-10,"NS","Down","NS"
"Td00001aa004331",0.257906341980269,-1.41736723367939,1.47326235012172e-13,"NS","Down","NS"
"Td00001aa004340",0.48126008627836,-0.862713511013823,1.07195427142003e-11,"NS","NS","NS"
"Td00001aa004346",0.0341006728400735,-0.380309959217138,0.0265104408164924,"NS","NS","NS"
"Td00001aa004354",0.54492576102345,-0.748705966952299,0.013441629383011,"NS","NS","NS"
"Td00001aa004356",0.141610889802204,0.715171961045731,1.07334499813651e-08,"NS","NS","NS"
"Td00001aa004358",-0.070859699969474,0.412111596882843,0.000173623971851801,"NS","NS","NS"
"Td00001aa004363",-0.239577076658472,0.772313596367463,0.00105491682910876,"NS","NS","NS"
"Td00001aa004380",0.101198130419795,-0.995380232968454,1.00890977236872e-08,"NS","NS","NS"
"Td00001aa004381",0.132631497608945,-0.15239712082458,0.338052511435546,"NS","NS","NS"
"Td00001aa004406",0.256152730036874,-0.259648646380666,0.183399832600641,"NS","NS","NS"
"Td00001aa004413",-0.746314343327565,-1.27187910980456,1.28688066679535e-09,"NS","Down","NS"
"Td00001aa004459",-0.088208224737071,-0.905575236812412,4.4773077044488e-07,"NS","NS","NS"
"Td00001aa004461",0.382086554634285,0.489367913972981,0.0132665286253454,"NS","NS","NS"
"Td00001aa004518",-0.729682744519975,-0.869401671863281,4.2965434637334e-06,"NS","NS","NS"
"Td00001aa004575",0.41894689911694,-0.387749125589724,2.12809869065315e-05,"NS","NS","NS"
"Td00001aa004618",-0.269203140276503,-0.0681180336300055,0.823879153182206,"NS","NS","NS"
"Td00001aa004630",-0.355653500977341,0.564189263021274,1.10484164302079e-05,"NS","NS","NS"
"Td00001aa004632",0.551750410069529,-1.28146247240235,2.37083646672379e-09,"NS","Down","NS"
"Td00001aa004645",-0.139386857232825,0.352516760732567,0.074003073705618,"NS","NS","NS"
"Td00001aa004647",0.219696007331631,1.27707495839412,1.73270637829776e-14,"NS","Up","NS"
"Td00001aa004670",0.534670720160163,0.720084619004014,0.00191293794272714,"NS","NS","NS"
"Td00001aa004680",-1.60377229718401,-4.09360753849735,1.67826330618936e-05,"Down","Down","Down"
"Td00001aa004682",-0.666280265183153,-1.54737122487838,1.22078484119923e-24,"NS","Down","NS"
