qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
Misin01G018500.1.v7.1	816.450640395	53.9115700418	85	25648	1.10709250001	0.359421054259	0.000954254984505	Galactokinase	
Misin01G018500.1.v7.1	927.132604946	1.20875681916	2	10	0.976507241558	0.0295362227818	7.52481691734e-08	Galactokinase-like isoform X1	
Misin01G018500.1.v7.1	561.355510577	0.731872953328	1	3	0.82072632109	0.0116681429135	5.57627037698e-08	Galactose kinase	
Misin01G018500.1.v7.1	469.026458094	0.611498451603	1	9	0.777610583238	0.0	0.0	Galactokinase, putative	
Misin01G018500.1.v7.1	0	0.731872953328	1	1	0.596184120208	0.0116681429135	2.23211212333e-07	Galactokinase, putative, expressed	
Misin01G032900.1.v7.1	1256.97885845	60.5473293762	91	12076	1.33363535667	0.454421994784	7.80287543836e-06	ADP-ribosylation factor	
Misin01G032900.1.v7.1	466.135024366	0.646109881654	1	2	1.03063518781	0.479584984132	5.6823502143e-05	ADP-ribosylation factor homolog1	
Misin01G032900.1.v7.1	322.716061073	0.616586398134	1	19	0.973248173834	0.479546090979	0.000116059310564	ADP-ribosylation factor A1F	
Misin01G050700.1.v7.1	2194.0848919	0.590255363641	1	3	1.49038479063	0.0429260706595	8.21174401415e-07	Stem-specific protein TSJT1, putative, expressed	
Misin01G050700.1.v7.1	2007.77227496	1.64718576757	3	93	1.40067535751	0.014275460563	2.26714566909e-05	DUF3700 domain-containing protein (Fragment)	
Misin01G050700.1.v7.1	69.2540364102	0.545540764344	1	8571	0.708366748492	0.171066273228	4.55878318845e-07	Glutamine amidotransferase type-2 domain-containing protein	
Misin01G106600.1.v7.1	2528.28464874	11.423452976	18	224	1.6013138595	0.0	0.0	Luminal-binding protein	
Misin01G106600.1.v7.1	1836.59228247	10.5636567581	17	363	1.37509041507	0.0951952674817	5.15952816915e-07	Luminal-binding protein 5	
Misin01G106600.1.v7.1	1275.14852444	1.21732822089	2	8	1.12203632582	0.0414658758189	9.30877991597e-08	Luminal-binding protein 5-like isoform X1	
Misin01G106600.1.v7.1	1249.98185454	1.1933027366	2	2	1.09802288973	0.0151512208716	4.23602415572e-08	Mediator of RNA polymerase II transcription subunit 37a-like isoform X1	
Misin01G106600.1.v7.1	715.897943258	1.26019761519	2	34	0.884786380958	0.0159003839029	9.30650854735e-09	Luminal-binding protein 4	
Misin01G106600.1.v7.1	601.527399249	0.602281202404	1	11	0.837897724556	0.0137484622036	3.99442700464e-06	Molecular chaperones GRP78/BiP/KAR2, HSP70 superfamily	
Misin01G106600.1.v7.1	350.476520741	3.79737439778	6	1288	0.745680409208	0.0292256458745	1.04298920523e-05	Luminal binding heat shock protein 70	
Misin01G106600.1.v7.1	21.6525516084	0.548141483909	1	7006	0.606065618	0.0139709378009	1.60855803671e-08	HTH La-type RNA-binding domain-containing protein	
Misin01G106600.1.v7.1	0	0.603455633614	1	1	0.597434079603	0.0140265567002	2.27613052679e-07	HSP70-type chaperone 29	
